GLPSOL--GLPK LP/MIP Solver 5.0
Parameter(s) specified in the command line:
 --lp input/sx-stackoverflow.html/sx-stackoverflow-c2a.txt.gz.5030.lp -o input/sx-stackoverflow.html/sx-stackoverflow-c2a.txt.gz.5030.lp.sol
Reading problem data from 'input/sx-stackoverflow.html/sx-stackoverflow-c2a.txt.gz.5030.lp'...
10952127 rows, 23544009 columns, 54760622 non-zeros
23544009 integer variables, all of which are binary
34496141 lines were read
GLPK Integer Optimizer 5.0
10952127 rows, 23544009 columns, 54760622 non-zeros
23544009 integer variables, all of which are binary
Preprocessing...
1 hidden packing inequaliti(es) were detected
10941883 rows, 23533435 columns, 54692699 non-zeros
23533435 integer variables, all of which are binary
Scaling...
 A: min|aij| =  1.000e+00  max|aij| =  1.000e+00  ratio =  1.000e+00
Problem data seem to be well scaled
Constructing initial basis...
Size of triangular part is 10941883
Solving LP relaxation...
GLPK Simplex Optimizer 5.0
10941883 rows, 23533435 columns, 54692699 non-zeros
      0: obj =   0.000000000e+00 inf =   2.192e+04 (21918)
      9: obj =   1.116027073e+10 inf =   2.191e+04 (21909)
     18: obj =   2.249401118e+10 inf =   2.190e+04 (21900)
     27: obj =   3.365516373e+10 inf =   2.189e+04 (21891)
     36: obj =   4.488638984e+10 inf =   2.188e+04 (21882)
     45: obj =   5.601044654e+10 inf =   2.187e+04 (21873)
     54: obj =   6.754247364e+10 inf =   2.186e+04 (21864)
     62: obj =   7.745750812e+10 inf =   2.186e+04 (21856)
     69: obj =   8.615123175e+10 inf =   2.185e+04 (21849)
     78: obj =   9.746976643e+10 inf =   2.184e+04 (21840)
     87: obj =   1.088181676e+11 inf =   2.183e+04 (21831)
     96: obj =   1.200165397e+11 inf =   2.182e+04 (21822)
    104: obj =   1.299515612e+11 inf =   2.181e+04 (21814)
    112: obj =   1.398988029e+11 inf =   2.181e+04 (21806)
    121: obj =   1.510844430e+11 inf =   2.180e+04 (21797)
    130: obj =   1.622122268e+11 inf =   2.179e+04 (21788)
    139: obj =   1.734270846e+11 inf =   2.178e+04 (21779)
    148: obj =   1.846376804e+11 inf =   2.177e+04 (21770)
    157: obj =   1.957467084e+11 inf =   2.176e+04 (21761)
    166: obj =   2.070377398e+11 inf =   2.175e+04 (21752)
    174: obj =   2.169721697e+11 inf =   2.174e+04 (21744)
    183: obj =   2.281265858e+11 inf =   2.174e+04 (21735)
    191: obj =   2.381279064e+11 inf =   2.173e+04 (21727)
    199: obj =   2.482488357e+11 inf =   2.172e+04 (21719)
    208: obj =   2.594994821e+11 inf =   2.171e+04 (21710)
    216: obj =   2.695949409e+11 inf =   2.170e+04 (21702)
    224: obj =   2.796446634e+11 inf =   2.169e+04 (21694)
    233: obj =   2.910481949e+11 inf =   2.168e+04 (21685)
    241: obj =   3.008729386e+11 inf =   2.168e+04 (21677)
    249: obj =   3.107652769e+11 inf =   2.167e+04 (21669)
    257: obj =   3.207088093e+11 inf =   2.166e+04 (21661)
    266: obj =   3.317870298e+11 inf =   2.165e+04 (21652)
    275: obj =   3.430697923e+11 inf =   2.164e+04 (21643)
    283: obj =   3.530662531e+11 inf =   2.164e+04 (21635)
    291: obj =   3.633303203e+11 inf =   2.163e+04 (21627)
    300: obj =   3.746572246e+11 inf =   2.162e+04 (21618)
    309: obj =   3.858608036e+11 inf =   2.161e+04 (21609)
    318: obj =   3.970298328e+11 inf =   2.160e+04 (21600)
    327: obj =   4.086070522e+11 inf =   2.159e+04 (21591)
    335: obj =   4.184919349e+11 inf =   2.158e+04 (21583)
    344: obj =   4.298806702e+11 inf =   2.157e+04 (21574)
    352: obj =   4.398406665e+11 inf =   2.157e+04 (21566)
    361: obj =   4.509779267e+11 inf =   2.156e+04 (21557)
    368: obj =   4.598014808e+11 inf =   2.155e+04 (21550)
    377: obj =   4.710992783e+11 inf =   2.154e+04 (21541)
    386: obj =   4.826631913e+11 inf =   2.153e+04 (21532)
    394: obj =   4.928178915e+11 inf =   2.152e+04 (21524)
    403: obj =   5.039575475e+11 inf =   2.152e+04 (21515)
    411: obj =   5.140385277e+11 inf =   2.151e+04 (21507)
    420: obj =   5.253479275e+11 inf =   2.150e+04 (21498)
    429: obj =   5.367444043e+11 inf =   2.149e+04 (21489)
    438: obj =   5.479850035e+11 inf =   2.148e+04 (21480)
    445: obj =   5.566262669e+11 inf =   2.147e+04 (21473)
    454: obj =   5.679320330e+11 inf =   2.146e+04 (21464)
    461: obj =   5.766784091e+11 inf =   2.146e+04 (21457)
    469: obj =   5.867635180e+11 inf =   2.145e+04 (21449)
    478: obj =   5.982366532e+11 inf =   2.144e+04 (21440)
    485: obj =   6.068989543e+11 inf =   2.143e+04 (21433)
    494: obj =   6.182198409e+11 inf =   2.142e+04 (21424)
    501: obj =   6.270073456e+11 inf =   2.142e+04 (21417)
    509: obj =   6.370722285e+11 inf =   2.141e+04 (21409)
    516: obj =   6.460554682e+11 inf =   2.140e+04 (21402)
    524: obj =   6.559504318e+11 inf =   2.139e+04 (21394)
    531: obj =   6.646711389e+11 inf =   2.139e+04 (21387)
    539: obj =   6.746376100e+11 inf =   2.138e+04 (21379)
    548: obj =   6.859445517e+11 inf =   2.137e+04 (21370)
    557: obj =   6.971548377e+11 inf =   2.136e+04 (21361)
    566: obj =   7.084414492e+11 inf =   2.135e+04 (21352)
    575: obj =   7.197842361e+11 inf =   2.134e+04 (21343)
    584: obj =   7.309325912e+11 inf =   2.133e+04 (21334)
    592: obj =   7.409351325e+11 inf =   2.133e+04 (21326)
    601: obj =   7.523227778e+11 inf =   2.132e+04 (21317)
    610: obj =   7.638143962e+11 inf =   2.131e+04 (21308)
    618: obj =   7.739922603e+11 inf =   2.130e+04 (21300)
    626: obj =   7.839250693e+11 inf =   2.129e+04 (21292)
    634: obj =   7.942323986e+11 inf =   2.128e+04 (21284)
    643: obj =   8.054361975e+11 inf =   2.128e+04 (21275)
    651: obj =   8.155946296e+11 inf =   2.127e+04 (21267)
    658: obj =   8.243922862e+11 inf =   2.126e+04 (21260)
    667: obj =   8.355389245e+11 inf =   2.125e+04 (21251)
    675: obj =   8.455379448e+11 inf =   2.124e+04 (21243)
    684: obj =   8.567562342e+11 inf =   2.123e+04 (21234)
    692: obj =   8.666107271e+11 inf =   2.123e+04 (21226)
    701: obj =   8.779305877e+11 inf =   2.122e+04 (21217)
    707: obj =   8.853333338e+11 inf =   2.121e+04 (21211)
    716: obj =   8.967962547e+11 inf =   2.120e+04 (21202)
    723: obj =   9.058223706e+11 inf =   2.120e+04 (21195)
    731: obj =   9.159895574e+11 inf =   2.119e+04 (21187)
    738: obj =   9.247031650e+11 inf =   2.118e+04 (21180)
    747: obj =   9.360057689e+11 inf =   2.117e+04 (21171)
    756: obj =   9.471652216e+11 inf =   2.116e+04 (21162)
    765: obj =   9.583555510e+11 inf =   2.115e+04 (21153)
    774: obj =   9.695459270e+11 inf =   2.114e+04 (21144)
    782: obj =   9.797835424e+11 inf =   2.114e+04 (21136)
    791: obj =   9.912126175e+11 inf =   2.113e+04 (21127)
    799: obj =   1.001190635e+12 inf =   2.112e+04 (21119)
    808: obj =   1.012537801e+12 inf =   2.111e+04 (21110)
    817: obj =   1.023723416e+12 inf =   2.110e+04 (21101)
    825: obj =   1.033649062e+12 inf =   2.109e+04 (21093)
    834: obj =   1.044815217e+12 inf =   2.108e+04 (21084)
    843: obj =   1.056422509e+12 inf =   2.108e+04 (21075)
    852: obj =   1.067632080e+12 inf =   2.107e+04 (21066)
    859: obj =   1.076360140e+12 inf =   2.106e+04 (21059)
    866: obj =   1.085208212e+12 inf =   2.105e+04 (21052)
    874: obj =   1.095158736e+12 inf =   2.104e+04 (21044)
    883: obj =   1.106253347e+12 inf =   2.104e+04 (21035)
    892: obj =   1.117804641e+12 inf =   2.103e+04 (21026)
    901: obj =   1.129101483e+12 inf =   2.102e+04 (21017)
    910: obj =   1.140471285e+12 inf =   2.101e+04 (21008)
    919: obj =   1.151607980e+12 inf =   2.100e+04 (20999)
    928: obj =   1.162984115e+12 inf =   2.099e+04 (20990)
    937: obj =   1.174179635e+12 inf =   2.098e+04 (20981)
    945: obj =   1.184083862e+12 inf =   2.097e+04 (20973)
    953: obj =   1.194196934e+12 inf =   2.096e+04 (20965)
    961: obj =   1.204086772e+12 inf =   2.096e+04 (20957)
    969: obj =   1.214065939e+12 inf =   2.095e+04 (20949)
    977: obj =   1.224125228e+12 inf =   2.094e+04 (20941)
    986: obj =   1.235528585e+12 inf =   2.093e+04 (20932)
    995: obj =   1.246778377e+12 inf =   2.092e+04 (20923)
