GLPSOL--GLPK LP/MIP Solver 5.0
Parameter(s) specified in the command line:
 --lp input/com-Youtube.html/com-youtube.ungraph.txt.gz.1700.lp -o input/com-Youtube.html/com-youtube.ungraph.txt.gz.1700.lp.sol
Reading problem data from 'input/com-Youtube.html/com-youtube.ungraph.txt.gz.1700.lp'...
2987627 rows, 7110138 columns, 14938122 non-zeros
7110138 integer variables, all of which are binary
10097770 lines were read
GLPK Integer Optimizer 5.0
2987627 rows, 7110138 columns, 14938122 non-zeros
7110138 integer variables, all of which are binary
Preprocessing...
2982860 rows, 7103713 columns, 14886228 non-zeros
7103713 integer variables, all of which are binary
Scaling...
 A: min|aij| =  1.000e+00  max|aij| =  1.000e+00  ratio =  1.000e+00
Problem data seem to be well scaled
Constructing initial basis...
Size of triangular part is 2982860
Solving LP relaxation...
GLPK Simplex Optimizer 5.0
2982860 rows, 7103713 columns, 14886228 non-zeros
      0: obj =   0.000000000e+00 inf =   4.256e+03 (4256)
     19: obj =   5.476241000e+00 inf =   4.237e+03 (4237)
     36: obj =   1.037417600e+01 inf =   4.220e+03 (4220)
     51: obj =   1.446363100e+01 inf =   4.205e+03 (4205)
     69: obj =   1.941825000e+01 inf =   4.187e+03 (4187)
     87: obj =   2.430604300e+01 inf =   4.169e+03 (4169)
    104: obj =   2.890920500e+01 inf =   4.152e+03 (4152)
    124: obj =   3.433918100e+01 inf =   4.132e+03 (4132)
    140: obj =   3.869008900e+01 inf =   4.116e+03 (4116)
    155: obj =   4.288718300e+01 inf =   4.101e+03 (4101)
    170: obj =   4.701995000e+01 inf =   4.086e+03 (4086)
    190: obj =   5.243609800e+01 inf =   4.066e+03 (4066)
    201: obj =   5.543594500e+01 inf =   4.055e+03 (4055)
    220: obj =   6.061482400e+01 inf =   4.036e+03 (4036)
    236: obj =   6.495150900e+01 inf =   4.020e+03 (4020)
    253: obj =   6.955204900e+01 inf =   4.003e+03 (4003)
    271: obj =   7.442936400e+01 inf =   3.985e+03 (3985)
    287: obj =   7.875081800e+01 inf =   3.969e+03 (3969)
    303: obj =   8.308150100e+01 inf =   3.953e+03 (3953)
    323: obj =   8.847776200e+01 inf =   3.933e+03 (3933)
    340: obj =   9.306389700e+01 inf =   3.916e+03 (3916)
    357: obj =   9.772081700e+01 inf =   3.899e+03 (3899)
    376: obj =   1.029003670e+02 inf =   3.880e+03 (3880)
    395: obj =   1.080560980e+02 inf =   3.861e+03 (3861)
    406: obj =   1.110360860e+02 inf =   3.850e+03 (3850)
    422: obj =   1.154350870e+02 inf =   3.834e+03 (3834)
    438: obj =   1.197858740e+02 inf =   3.818e+03 (3818)
    451: obj =   1.233209010e+02 inf =   3.805e+03 (3805)
    468: obj =   1.279335050e+02 inf =   3.788e+03 (3788)
    486: obj =   1.328126140e+02 inf =   3.770e+03 (3770)
    505: obj =   1.379583870e+02 inf =   3.751e+03 (3751)
    523: obj =   1.428238540e+02 inf =   3.733e+03 (3733)
    541: obj =   1.476929750e+02 inf =   3.715e+03 (3715)
    561: obj =   1.531119580e+02 inf =   3.695e+03 (3695)
    574: obj =   1.566457660e+02 inf =   3.682e+03 (3682)
    590: obj =   1.609724900e+02 inf =   3.666e+03 (3666)
    608: obj =   1.658762110e+02 inf =   3.648e+03 (3648)
