GLPSOL--GLPK LP/MIP Solver 5.0
Parameter(s) specified in the command line:
 --lp input/sx-superuser.html/sx-superuser-a2q.txt.gz.336.lp -o input/sx-superuser.html/sx-superuser-a2q.txt.gz.336.lp.sol
Reading problem data from 'input/sx-superuser.html/sx-superuser-a2q.txt.gz.336.lp'...
384349 rows, 933380 columns, 1921732 non-zeros
933380 integer variables, all of which are binary
1317734 lines were read
GLPK Integer Optimizer 5.0
384349 rows, 933380 columns, 1921732 non-zeros
933380 integer variables, all of which are binary
Preprocessing...
1 hidden packing inequaliti(es) were detected
384342 rows, 933373 columns, 1918180 non-zeros
933373 integer variables, all of which are binary
Scaling...
 A: min|aij| =  1.000e+00  max|aij| =  1.000e+00  ratio =  1.000e+00
Problem data seem to be well scaled
Constructing initial basis...
Size of triangular part is 384342
Solving LP relaxation...
GLPK Simplex Optimizer 5.0
384342 rows, 933373 columns, 1918180 non-zeros
      0: obj =   0.000000000e+00 inf =   4.290e+02 (429)
    299: obj =   3.860014468e+11 inf =   1.300e+02 (130)
    429: obj =   5.666474655e+11 inf =   0.000e+00 (0)
Perturbing LP to avoid stalling [628]...
*   743: obj =   5.666474655e+11 inf =   0.000e+00 (743)
*  1039: obj =   5.622923906e+11 inf =   0.000e+00 (866) 1
*  1309: obj =   5.622923906e+11 inf =   0.000e+00 (882) 2
*  1566: obj =   5.622923906e+11 inf =   0.000e+00 (887) 3
*  1823: obj =   5.622923906e+11 inf =   0.000e+00 (890) 2
*  2071: obj =   5.622923906e+11 inf =   0.000e+00 (891) 3
*  2319: obj =   5.622923906e+11 inf =   0.000e+00 (897) 2
*  2561: obj =   5.622923906e+11 inf =   0.000e+00 (900) 2
*  2801: obj =   5.622923906e+11 inf =   0.000e+00 (918) 2
*  3038: obj =   5.622923906e+11 inf =   0.000e+00 (916) 2
*  3267: obj =   5.622923906e+11 inf =   0.000e+00 (921) 3
*  3498: obj =   5.622923906e+11 inf =   0.000e+00 (930) 2
*  3728: obj =   5.622923906e+11 inf =   0.000e+00 (942) 2
*  3956: obj =   5.622923906e+11 inf =   0.000e+00 (932) 2
*  4180: obj =   5.622923906e+11 inf =   0.000e+00 (934) 2
*  4401: obj =   5.622923906e+11 inf =   0.000e+00 (934) 2
*  4623: obj =   5.622923906e+11 inf =   0.000e+00 (944) 2
*  4842: obj =   5.622923906e+11 inf =   0.000e+00 (949) 3
*  5062: obj =   5.622923906e+11 inf =   0.000e+00 (950) 2
*  5280: obj =   5.622923906e+11 inf =   0.000e+00 (949) 2
*  5496: obj =   5.622923906e+11 inf =   0.000e+00 (953) 2
*  5709: obj =   5.622923906e+11 inf =   0.000e+00 (956) 2
*  5922: obj =   5.622923906e+11 inf =   0.000e+00 (949) 2
*  6132: obj =   5.622923906e+11 inf =   0.000e+00 (953) 2
*  6340: obj =   5.622923906e+11 inf =   0.000e+00 (964) 2
*  6547: obj =   5.622923906e+11 inf =   0.000e+00 (963) 2
*  6697: obj =   5.622923906e+11 inf =   0.000e+00 (969) 1
*  6875: obj =   5.622923906e+11 inf =   0.000e+00 (964) 2
*  7071: obj =   5.622923906e+11 inf =   0.000e+00 (957) 2
*  7296: obj =   4.801020216e+11 inf =   0.000e+00 (4336) 2
*  7510: obj =   4.496420045e+11 inf =   0.000e+00 (4333) 1
*  7705: obj =   4.496420045e+11 inf =   2.900e-08 (4350) 2
*  7902: obj =   4.496420045e+11 inf =   1.630e-07 (4375) 1
*  8087: obj =   4.496420045e+11 inf =   1.630e-07 (4411) 2
*  8270: obj =   4.496420045e+11 inf =   1.630e-07 (4450) 2
*  8472: obj =   4.449438234e+11 inf =   1.683e-04 (4442) 2
*  8666: obj =   4.449438209e+11 inf =   5.355e-04 (4429) 1
*  8872: obj =   4.340956058e+11 inf =   1.118e-03 (4401) 2
*  9070: obj =   4.340955980e+11 inf =   2.372e-03 (4383) 2
*  9264: obj =   4.314853076e+11 inf =   5.204e-03 (4337) 2
*  9467: obj =   4.244969467e+11 inf =   7.255e-03 (4325) 2
*  9675: obj =   4.112555212e+11 inf =   6.082e-03 (4276) 2
*  9874: obj =   4.112554939e+11 inf =   1.315e-02 (4263) 2
* 10085: obj =   4.102546801e+11 inf =   1.782e-02 (4254) 1
* 10339: obj =   3.459764339e+11 inf =   1.837e-02 (4206) 2
* 10553: obj =   3.148503053e+11 inf =   2.959e-02 (4138) 1
* 10761: obj =   3.113320459e+11 inf =   3.106e-02 (4167) 2
* 10994: obj =   2.864446981e+11 inf =   3.056e-02 (4126) 2
* 11216: obj =   2.626427257e+11 inf =   3.516e-02 (4066) 1
* 11425: obj =   2.626427079e+11 inf =   3.700e-02 (4044) 2
* 11631: obj =   2.626426901e+11 inf =   3.855e-02 (4057) 2
* 11835: obj =   2.626426718e+11 inf =   4.093e-02 (4059) 2
* 12045: obj =   2.626426100e+11 inf =   4.873e-02 (4044) 2
* 12257: obj =   2.611963975e+11 inf =   5.073e-02 (4044) 1
* 12500: obj =   1.819292679e+11 inf =   5.040e-02 (3905) 2
* 12722: obj =   1.505319278e+11 inf =   4.387e-02 (3985) 1
* 12925: obj =   1.505310082e+11 inf =   3.227e-02 (3911) 2
* 13134: obj =   1.484965659e+11 inf =   3.589e-02 (3831) 2
* 13359: obj =   1.484965417e+11 inf =   3.565e-02 (3804) 2
* 13581: obj =   1.484965340e+11 inf =   3.534e-02 (3774) 2
* 13779: obj =   1.484964643e+11 inf =   3.581e-02 (3834) 2
* 13970: obj =   1.484964185e+11 inf =   4.040e-02 (3870) 1
* 14157: obj =   1.484963706e+11 inf =   4.586e-02 (3880) 2
* 14341: obj =   1.484963347e+11 inf =   4.917e-02 (3904) 2
* 14522: obj =   1.484962936e+11 inf =   5.424e-02 (3914) 1
* 14706: obj =   1.484962361e+11 inf =   6.172e-02 (3931) 2
* 14889: obj =   1.484961854e+11 inf =   6.779e-02 (3943) 1
* 15067: obj =   1.484961566e+11 inf =   7.146e-02 (3940) 2
* 15247: obj =   1.484961218e+11 inf =   7.578e-02 (3972) 2
* 15423: obj =   1.484960863e+11 inf =   8.015e-02 (3982) 1
* 15595: obj =   1.484960549e+11 inf =   8.405e-02 (3999) 2
* 15775: obj =   1.484959941e+11 inf =   9.174e-02 (4015) 1
* 15947: obj =   1.484959457e+11 inf =   9.791e-02 (4016) 2
* 16122: obj =   1.484958963e+11 inf =   1.039e-01 (4039) 1
* 16292: obj =   1.484958616e+11 inf =   1.077e-01 (4085) 2
* 16469: obj =   1.484958512e+11 inf =   1.077e-01 (4107) 1
* 16645: obj =   1.484957802e+11 inf =   1.135e-01 (4110) 2
* 16820: obj =   1.484956845e+11 inf =   1.188e-01 (4144) 2
* 16998: obj =   1.484955910e+11 inf =   1.258e-01 (4152) 1
* 17192: obj =   1.471560895e+11 inf =   1.247e-01 (4115) 2
* 17388: obj =   1.471560294e+11 inf =   1.198e-01 (4108) 2
* 17569: obj =   1.465032539e+11 inf =   1.109e-01 (4114) 1
* 17739: obj =   1.465031670e+11 inf =   1.057e-01 (4055) 2
* 17910: obj =   1.465029698e+11 inf =   9.261e-02 (4048) 2
* 18086: obj =   1.465028140e+11 inf =   8.668e-02 (4016) 1
* 18269: obj =   1.465026603e+11 inf =   8.510e-02 (4002) 2
* 18450: obj =   1.465025584e+11 inf =   8.965e-02 (4002) 2
* 18645: obj =   1.465024950e+11 inf =   9.387e-02 (3957) 2
* 18864: obj =   1.448715765e+11 inf =   9.609e-02 (3935) 2
* 19088: obj =   1.335856779e+11 inf =   9.460e-02 (3914) 1
* 19303: obj =   1.229788978e+11 inf =   9.576e-02 (3883) 2
* 19524: obj =   8.728777695e+10 inf =   9.544e-02 (3838) 2
* 19729: obj =   8.728769857e+10 inf =   9.888e-02 (3787) 2
* 19953: obj =   8.728764959e+10 inf =   1.006e-01 (3749) 2
* 20178: obj =   8.728762217e+10 inf =   1.018e-01 (3720) 2
* 20409: obj =   4.881632937e+10 inf =   1.009e-01 (335) 2
* 20628: obj =   7.491013620e+09 inf =   1.005e-01 (4650) 2
* 20838: obj =   7.490385260e+09 inf =   1.005e-01 (4630) 2
* 21052: obj =   7.489685271e+09 inf =   1.015e-01 (4569) 2
* 21270: obj =   6.243488848e+09 inf =   1.036e-01 (358) 2
* 21487: obj =   6.243462797e+09 inf =   1.030e-01 (320) 2
* 21688: obj =   6.243428859e+09 inf =   1.039e-01 (315) 2
* 21889: obj =   6.243379061e+09 inf =   1.029e-01 (320) 2
* 22071: obj =   6.243329697e+09 inf =   1.026e-01 (320) 1
* 22242: obj =   6.243280085e+09 inf =   1.030e-01 (330) 2
* 22414: obj =   6.243244938e+09 inf =   1.029e-01 (309) 1
