GLPSOL--GLPK LP/MIP Solver 5.0
Parameter(s) specified in the command line:
 --lp input/higgs-twitter.html/higgs-social_network.edgelist.gz.1250.lp -o
 input/higgs-twitter.html/higgs-social_network.edgelist.gz.1250.lp.sol
Reading problem data from 'input/higgs-twitter.html/higgs-social_network.edgelist.gz.1250.lp'...
14855822 rows, 30168264 columns, 74279097 non-zeros
30168264 integer variables, all of which are binary
45024091 lines were read
GLPK Integer Optimizer 5.0
14855822 rows, 30168264 columns, 74279097 non-zeros
30168264 integer variables, all of which are binary
Preprocessing...
1 hidden packing inequaliti(es) were detected
14854769 rows, 30167211 columns, 74222246 non-zeros
30167211 integer variables, all of which are binary
Scaling...
 A: min|aij| =  1.000e+00  max|aij| =  1.000e+00  ratio =  1.000e+00
Problem data seem to be well scaled
Constructing initial basis...
Size of triangular part is 14854769
Solving LP relaxation...
GLPK Simplex Optimizer 5.0
14854769 rows, 30167211 columns, 74222246 non-zeros
      0: obj =   0.000000000e+00 inf =   5.139e+04 (51386)
      7: obj =   7.243632000e+00 inf =   5.138e+04 (51379)
     14: obj =   1.441044700e+01 inf =   5.137e+04 (51372)
     21: obj =   2.193864500e+01 inf =   5.136e+04 (51365)
     28: obj =   2.966095400e+01 inf =   5.136e+04 (51358)
     34: obj =   3.659327400e+01 inf =   5.135e+04 (51352)
     41: obj =   4.385816000e+01 inf =   5.134e+04 (51345)
     48: obj =   5.106215000e+01 inf =   5.134e+04 (51338)
     55: obj =   5.814422700e+01 inf =   5.133e+04 (51331)
     62: obj =   6.505861700e+01 inf =   5.132e+04 (51324)
     69: obj =   7.255807500e+01 inf =   5.132e+04 (51317)
     76: obj =   7.957725900e+01 inf =   5.131e+04 (51310)
     83: obj =   8.657498000e+01 inf =   5.130e+04 (51303)
     90: obj =   9.349022300e+01 inf =   5.130e+04 (51296)
     97: obj =   1.003708590e+02 inf =   5.129e+04 (51289)
    104: obj =   1.072313970e+02 inf =   5.128e+04 (51282)
    111: obj =   1.145550940e+02 inf =   5.128e+04 (51275)
    118: obj =   1.216573080e+02 inf =   5.127e+04 (51268)
    125: obj =   1.285072080e+02 inf =   5.126e+04 (51261)
    132: obj =   1.355360430e+02 inf =   5.125e+04 (51254)
    139: obj =   1.428291190e+02 inf =   5.125e+04 (51247)
    146: obj =   1.504758480e+02 inf =   5.124e+04 (51240)
    153: obj =   1.573616110e+02 inf =   5.123e+04 (51233)
    160: obj =   1.642392630e+02 inf =   5.123e+04 (51226)
    167: obj =   1.720238200e+02 inf =   5.122e+04 (51219)
    174: obj =   1.789259200e+02 inf =   5.121e+04 (51212)
    181: obj =   1.858119490e+02 inf =   5.120e+04 (51205)
    188: obj =   1.926802940e+02 inf =   5.120e+04 (51198)
    195: obj =   1.997166330e+02 inf =   5.119e+04 (51191)
    202: obj =   2.065837430e+02 inf =   5.118e+04 (51184)
    209: obj =   2.136974870e+02 inf =   5.118e+04 (51177)
    216: obj =   2.211315260e+02 inf =   5.117e+04 (51170)
    223: obj =   2.281147720e+02 inf =   5.116e+04 (51163)
    230: obj =   2.352370050e+02 inf =   5.116e+04 (51156)
    237: obj =   2.424248100e+02 inf =   5.115e+04 (51149)
    244: obj =   2.493117710e+02 inf =   5.114e+04 (51142)
    251: obj =   2.562385640e+02 inf =   5.114e+04 (51135)
    258: obj =   2.631027300e+02 inf =   5.113e+04 (51128)
    265: obj =   2.706023780e+02 inf =   5.112e+04 (51121)
    272: obj =   2.774685200e+02 inf =   5.111e+04 (51114)
    279: obj =   2.843231120e+02 inf =   5.111e+04 (51107)
    286: obj =   2.912121420e+02 inf =   5.110e+04 (51100)
    293: obj =   2.983348880e+02 inf =   5.109e+04 (51093)
    300: obj =   3.057455060e+02 inf =   5.109e+04 (51086)
    307: obj =   3.126975050e+02 inf =   5.108e+04 (51079)
    314: obj =   3.196200630e+02 inf =   5.107e+04 (51072)
    321: obj =   3.264905350e+02 inf =   5.106e+04 (51065)
    328: obj =   3.333824530e+02 inf =   5.106e+04 (51058)
    335: obj =   3.402730420e+02 inf =   5.105e+04 (51051)
    342: obj =   3.471443130e+02 inf =   5.104e+04 (51044)
    349: obj =   3.540095240e+02 inf =   5.104e+04 (51037)
    356: obj =   3.609438200e+02 inf =   5.103e+04 (51030)
    363: obj =   3.678327170e+02 inf =   5.102e+04 (51023)
    370: obj =   3.747210830e+02 inf =   5.102e+04 (51016)
    377: obj =   3.816548280e+02 inf =   5.101e+04 (51009)
    384: obj =   3.885620760e+02 inf =   5.100e+04 (51002)
    391: obj =   3.954331170e+02 inf =   5.100e+04 (50995)
    398: obj =   4.023537350e+02 inf =   5.099e+04 (50988)
    405: obj =   4.092124500e+02 inf =   5.098e+04 (50981)
    412: obj =   4.161241610e+02 inf =   5.097e+04 (50974)
    419: obj =   4.230053280e+02 inf =   5.097e+04 (50967)
    426: obj =   4.298766180e+02 inf =   5.096e+04 (50960)
    433: obj =   4.367670920e+02 inf =   5.095e+04 (50953)
    440: obj =   4.436240030e+02 inf =   5.095e+04 (50946)
    447: obj =   4.504870090e+02 inf =   5.094e+04 (50939)
    454: obj =   4.573400630e+02 inf =   5.093e+04 (50932)
    461: obj =   4.642018360e+02 inf =   5.092e+04 (50925)
    468: obj =   4.711412800e+02 inf =   5.092e+04 (50918)
    475: obj =   4.780284120e+02 inf =   5.091e+04 (50911)
    482: obj =   4.850646180e+02 inf =   5.090e+04 (50904)
    489: obj =   4.920874310e+02 inf =   5.090e+04 (50897)
    496: obj =   4.990960550e+02 inf =   5.089e+04 (50890)
    503: obj =   5.060122110e+02 inf =   5.088e+04 (50883)
    510: obj =   5.129366300e+02 inf =   5.088e+04 (50876)
    517: obj =   5.197999980e+02 inf =   5.087e+04 (50869)
    524: obj =   5.266636890e+02 inf =   5.086e+04 (50862)
    531: obj =   5.336193530e+02 inf =   5.086e+04 (50855)
    538: obj =   5.404896560e+02 inf =   5.085e+04 (50848)
    545: obj =   5.474867320e+02 inf =   5.084e+04 (50841)
    552: obj =   5.543589330e+02 inf =   5.083e+04 (50834)
    559: obj =   5.613128520e+02 inf =   5.083e+04 (50827)
    566: obj =   5.683115220e+02 inf =   5.082e+04 (50820)
    573: obj =   5.752364340e+02 inf =   5.081e+04 (50813)
    580: obj =   5.820975990e+02 inf =   5.081e+04 (50806)
    587: obj =   5.894151600e+02 inf =   5.080e+04 (50799)
    594: obj =   5.963044170e+02 inf =   5.079e+04 (50792)
    601: obj =   6.032202500e+02 inf =   5.078e+04 (50785)
    608: obj =   6.100763420e+02 inf =   5.078e+04 (50778)
    615: obj =   6.169633210e+02 inf =   5.077e+04 (50771)
    622: obj =   6.239046650e+02 inf =   5.076e+04 (50764)
    629: obj =   6.307754610e+02 inf =   5.076e+04 (50757)
    636: obj =   6.376294660e+02 inf =   5.075e+04 (50750)
    643: obj =   6.444806580e+02 inf =   5.074e+04 (50743)
    650: obj =   6.514179740e+02 inf =   5.074e+04 (50736)
    657: obj =   6.582817030e+02 inf =   5.073e+04 (50729)
    664: obj =   6.652898890e+02 inf =   5.072e+04 (50722)
    671: obj =   6.721760510e+02 inf =   5.072e+04 (50715)
    678: obj =   6.791173550e+02 inf =   5.071e+04 (50708)
    685: obj =   6.860349340e+02 inf =   5.070e+04 (50701)
    692: obj =   6.929055590e+02 inf =   5.069e+04 (50694)
    699: obj =   6.997899170e+02 inf =   5.069e+04 (50687)
    706: obj =   7.066815690e+02 inf =   5.068e+04 (50680)
    713: obj =   7.136124260e+02 inf =   5.067e+04 (50673)
    720: obj =   7.204744450e+02 inf =   5.067e+04 (50666)
    727: obj =   7.274501120e+02 inf =   5.066e+04 (50659)
    734: obj =   7.343142960e+02 inf =   5.065e+04 (50652)
    741: obj =   7.411705410e+02 inf =   5.064e+04 (50645)
    748: obj =   7.480444130e+02 inf =   5.064e+04 (50638)
    754: obj =   7.539433790e+02 inf =   5.063e+04 (50632)
    760: obj =   7.598279630e+02 inf =   5.063e+04 (50626)
    767: obj =   7.667320000e+02 inf =   5.062e+04 (50619)
    774: obj =   7.735959950e+02 inf =   5.061e+04 (50612)
    781: obj =   7.804435780e+02 inf =   5.060e+04 (50605)
    788: obj =   7.873009250e+02 inf =   5.060e+04 (50598)
    795: obj =   7.941760880e+02 inf =   5.059e+04 (50591)
    802: obj =   8.010491630e+02 inf =   5.058e+04 (50584)
    809: obj =   8.079910000e+02 inf =   5.058e+04 (50577)
    816: obj =   8.149034700e+02 inf =   5.057e+04 (50570)
    823: obj =   8.218126540e+02 inf =   5.056e+04 (50563)
    830: obj =   8.287090560e+02 inf =   5.056e+04 (50556)
    837: obj =   8.355689090e+02 inf =   5.055e+04 (50549)
    844: obj =   8.424424020e+02 inf =   5.054e+04 (50542)
    851: obj =   8.493148500e+02 inf =   5.054e+04 (50535)
    858: obj =   8.561808770e+02 inf =   5.053e+04 (50528)
    865: obj =   8.630582070e+02 inf =   5.052e+04 (50521)
    872: obj =   8.699129520e+02 inf =   5.051e+04 (50514)
    879: obj =   8.767755610e+02 inf =   5.051e+04 (50507)
    886: obj =   8.836300580e+02 inf =   5.050e+04 (50500)
    893: obj =   8.904897600e+02 inf =   5.049e+04 (50493)
    900: obj =   8.973567570e+02 inf =   5.049e+04 (50486)
    907: obj =   9.042342960e+02 inf =   5.048e+04 (50479)
    914: obj =   9.110921940e+02 inf =   5.047e+04 (50472)
    920: obj =   9.169645080e+02 inf =   5.047e+04 (50466)
    927: obj =   9.238381730e+02 inf =   5.046e+04 (50459)
    934: obj =   9.307057970e+02 inf =   5.045e+04 (50452)
    941: obj =   9.375931370e+02 inf =   5.044e+04 (50445)
    948: obj =   9.444536740e+02 inf =   5.044e+04 (50438)
    955: obj =   9.515332820e+02 inf =   5.043e+04 (50431)
    962: obj =   9.584297200e+02 inf =   5.042e+04 (50424)
    968: obj =   9.644144100e+02 inf =   5.042e+04 (50418)
    974: obj =   9.703282480e+02 inf =   5.041e+04 (50412)
    981: obj =   9.771929660e+02 inf =   5.040e+04 (50405)
    988: obj =   9.840768670e+02 inf =   5.040e+04 (50398)
    995: obj =   9.909594960e+02 inf =   5.039e+04 (50391)
   1002: obj =   9.978429050e+02 inf =   5.038e+04 (50384)
   1009: obj =   1.004698105e+03 inf =   5.038e+04 (50377)
   1015: obj =   1.010571427e+03 inf =   5.037e+04 (50371)
