GLPSOL--GLPK LP/MIP Solver 5.0
Parameter(s) specified in the command line:
 --lp input/roadNet-CA.html/roadNet-CA.txt.gz.8.lp -o input/roadNet-CA.html/roadNet-CA.txt.gz.8.lp.sol
Reading problem data from 'input/roadNet-CA.html/roadNet-CA.txt.gz.8.lp'...
5533217 rows, 13031634 columns, 27666072 non-zeros
13031634 integer variables, all of which are binary
18564856 lines were read
GLPK Integer Optimizer 5.0
5533217 rows, 13031634 columns, 27666072 non-zeros
13031634 integer variables, all of which are binary
Preprocessing...
5533193 rows, 13031610 columns, 27665960 non-zeros
13031610 integer variables, all of which are binary
Scaling...
 A: min|aij| =  1.000e+00  max|aij| =  1.000e+00  ratio =  1.000e+00
Problem data seem to be well scaled
Constructing initial basis...
Size of triangular part is 5533193
Solving LP relaxation...
GLPK Simplex Optimizer 5.0
5533193 rows, 13031610 columns, 27665960 non-zeros
      0: obj =   0.000000000e+00 inf =   1.000e+01 (10)
     10: obj =   1.099999900e+01 inf =   0.000e+00 (0)
*    20: obj =   1.099999900e+01 inf =   0.000e+00 (20)
*    31: obj =   6.416665000e+00 inf =   0.000e+00 (21)
*    42: obj =   2.083333000e+00 inf =   0.000e+00 (28)
*    50: obj =   2.083333000e+00 inf =   0.000e+00 (33)
*    58: obj =   2.083333000e+00 inf =   0.000e+00 (34)
*    66: obj =   2.083333000e+00 inf =   0.000e+00 (46)
*    75: obj =   2.083333000e+00 inf =   0.000e+00 (39)
*    83: obj =   2.083333000e+00 inf =   0.000e+00 (55)
*    91: obj =   2.083333000e+00 inf =   0.000e+00 (55)
*    99: obj =   2.083333000e+00 inf =   0.000e+00 (75)
*   108: obj =   2.083333000e+00 inf =   0.000e+00 (74)
*   119: obj =   2.083333000e+00 inf =   0.000e+00 (57)
*   127: obj =   2.083333000e+00 inf =   0.000e+00 (80)
*   135: obj =   2.083333000e+00 inf =   0.000e+00 (80)
*   144: obj =   2.083333000e+00 inf =   0.000e+00 (70)
*   153: obj =   2.083333000e+00 inf =   0.000e+00 (70)
*   164: obj =   2.083333000e+00 inf =   0.000e+00 (71)
*   174: obj =   2.083333000e+00 inf =   0.000e+00 (71)
*   185: obj =   2.083333000e+00 inf =   0.000e+00 (92)
*   195: obj =   2.083333000e+00 inf =   0.000e+00 (128)
*   207: obj =   2.083333000e+00 inf =   0.000e+00 (125)
Perturbing LP to avoid stalling [217]...
*   218: obj =   2.083333000e+00 inf =   0.000e+00 (115)
*   226: obj =   2.083333000e+00 inf =   0.000e+00 (112) 1
*   238: obj =   2.083333000e+00 inf =   0.000e+00 (99)
*   250: obj =   2.083333000e+00 inf =   0.000e+00 (125)
*   260: obj =   2.083333000e+00 inf =   0.000e+00 (161)
*   270: obj =   2.083333000e+00 inf =   0.000e+00 (141)
*   278: obj =   2.083333000e+00 inf =   0.000e+00 (158)
*   287: obj =   2.083333000e+00 inf =   0.000e+00 (153)
*   298: obj =   2.083333000e+00 inf =   0.000e+00 (167)
*   308: obj =   2.083333000e+00 inf =   0.000e+00 (114)
*   317: obj =   2.083333000e+00 inf =   0.000e+00 (122)
*   328: obj =   2.083333000e+00 inf =   0.000e+00 (107)
*   338: obj =   2.083333000e+00 inf =   0.000e+00 (112)
*   349: obj =   2.083333000e+00 inf =   0.000e+00 (145)
*   360: obj =   2.083333000e+00 inf =   0.000e+00 (122)
*   370: obj =   2.083333000e+00 inf =   0.000e+00 (135)
*   379: obj =   2.083333000e+00 inf =   0.000e+00 (169)
*   390: obj =   2.083333000e+00 inf =   0.000e+00 (161)
*   393: obj =   2.083333000e+00 inf =   0.000e+00 (161) 1
*   403: obj =   2.083333000e+00 inf =   0.000e+00 (154)
*   413: obj =   2.083333000e+00 inf =   0.000e+00 (150)
*   423: obj =   2.083333000e+00 inf =   0.000e+00 (156)
*   434: obj =   2.083333000e+00 inf =   0.000e+00 (172)
*   445: obj =   2.083333000e+00 inf =   0.000e+00 (142)
*   458: obj =   2.083333000e+00 inf =   0.000e+00 (154)
*   471: obj =   2.083333000e+00 inf =   0.000e+00 (152)
*   482: obj =   2.083333000e+00 inf =   0.000e+00 (156)
*   496: obj =   2.083333000e+00 inf =   0.000e+00 (140)
*   512: obj =   2.083333000e+00 inf =   0.000e+00 (151)
*   521: obj =   1.000000000e+00 inf =   0.000e+00 (260)
*   529: obj =   1.000000000e+00 inf =   0.000e+00 (273) 1
*   539: obj =   1.000000000e+00 inf =   0.000e+00 (283)
*   549: obj =   1.000000000e+00 inf =   0.000e+00 (285)
*   566: obj =   1.000000000e+00 inf =   0.000e+00 (260)
*   576: obj =   1.000000000e+00 inf =   0.000e+00 (315)
*   586: obj =   1.000000000e+00 inf =   0.000e+00 (268)
*   597: obj =   1.000000000e+00 inf =   0.000e+00 (276)
*   608: obj =   1.000000000e+00 inf =   0.000e+00 (276)
*   618: obj =   1.000000000e+00 inf =   0.000e+00 (284)
*   629: obj =   1.000000000e+00 inf =   0.000e+00 (276)
*   639: obj =   1.000000000e+00 inf =   0.000e+00 (243)
*   648: obj =   1.000000000e+00 inf =   0.000e+00 (282)
*   657: obj =   1.000000000e+00 inf =   0.000e+00 (249)
*   669: obj =   1.000000000e+00 inf =   0.000e+00 (271)
*   682: obj =   1.000000000e+00 inf =   0.000e+00 (297)
*   692: obj =   1.000000000e+00 inf =   0.000e+00 (305) 1
*   704: obj =   1.000000000e+00 inf =   0.000e+00 (313)
*   715: obj =   1.000000000e+00 inf =   0.000e+00 (315)
*   727: obj =   1.000000000e+00 inf =   0.000e+00 (242)
*   738: obj =   1.000000000e+00 inf =   0.000e+00 (267)
*   748: obj =   1.000000000e+00 inf =   0.000e+00 (273)
*   759: obj =   1.000000000e+00 inf =   0.000e+00 (295)
*   770: obj =   1.000000000e+00 inf =   0.000e+00 (320)
*   781: obj =   1.000000000e+00 inf =   0.000e+00 (342)
*   796: obj =   1.000000000e+00 inf =   0.000e+00 (364)
*   810: obj =   1.000000000e+00 inf =   0.000e+00 (365)
*   822: obj =   1.000000000e+00 inf =   0.000e+00 (361)
*   836: obj =   1.000000000e+00 inf =   0.000e+00 (351)
*   846: obj =   1.000000000e+00 inf =   0.000e+00 (369)
*   856: obj =   1.000000000e+00 inf =   0.000e+00 (332)
*   866: obj =   1.000000000e+00 inf =   0.000e+00 (338)
*   877: obj =   1.000000000e+00 inf =   0.000e+00 (354)
*   889: obj =   1.000000000e+00 inf =   0.000e+00 (249) 1
*   900: obj =   1.000000000e+00 inf =   0.000e+00 (298)
*   911: obj =   1.000000000e+00 inf =   0.000e+00 (303)
*   921: obj =   1.000000000e+00 inf =   0.000e+00 (316)
*   932: obj =   1.000000000e+00 inf =   0.000e+00 (323)
*   942: obj =   1.000000000e+00 inf =   0.000e+00 (329)
*   952: obj =   1.000000000e+00 inf =   0.000e+00 (238)
*   962: obj =   1.000000000e+00 inf =   0.000e+00 (330)
*   972: obj =   1.000000000e+00 inf =   0.000e+00 (259)
*   982: obj =   1.000000000e+00 inf =   0.000e+00 (368)
*   993: obj =   1.000000000e+00 inf =   0.000e+00 (363)
*  1004: obj =   1.000000000e+00 inf =   0.000e+00 (381)
*  1015: obj =   1.000000000e+00 inf =   0.000e+00 (381)
*  1027: obj =   1.000000000e+00 inf =   0.000e+00 (342)
*  1034: obj =   1.000000000e+00 inf =   0.000e+00 (328) 1
*  1045: obj =   1.000000000e+00 inf =   0.000e+00 (309)
*  1059: obj =   1.000000000e+00 inf =   0.000e+00 (182)
*  1074: obj =   1.000000000e+00 inf =   0.000e+00 (155)
*  1084: obj =   1.000000000e+00 inf =   0.000e+00 (145)
*  1096: obj =   1.000000000e+00 inf =   0.000e+00 (158)
*  1107: obj =   1.000000000e+00 inf =   0.000e+00 (184)
*  1117: obj =   1.000000000e+00 inf =   0.000e+00 (218)
*  1129: obj =   1.000000000e+00 inf =   0.000e+00 (315)
*  1140: obj =   1.000000000e+00 inf =   0.000e+00 (266)
*  1150: obj =   1.000000000e+00 inf =   0.000e+00 (300)
*  1161: obj =   1.000000000e+00 inf =   0.000e+00 (356)
*  1172: obj =   1.000000000e+00 inf =   0.000e+00 (345)
*  1179: obj =   1.000000000e+00 inf =   0.000e+00 (404) 1
*  1190: obj =   1.000000000e+00 inf =   0.000e+00 (404)
*  1200: obj =   1.000000000e+00 inf =   0.000e+00 (365)
*  1212: obj =   1.000000000e+00 inf =   0.000e+00 (351)
*  1224: obj =   1.000000000e+00 inf =   0.000e+00 (218)
*  1239: obj =   1.000000000e+00 inf =   0.000e+00 (232)
*  1254: obj =   1.000000000e+00 inf =   0.000e+00 (239)
*  1266: obj =   1.000000000e+00 inf =   0.000e+00 (235)
*  1276: obj =   1.000000000e+00 inf =   0.000e+00 (242)
*  1287: obj =   1.000000000e+00 inf =   0.000e+00 (299)
*  1299: obj =   1.000000000e+00 inf =   0.000e+00 (324)
*  1311: obj =   1.000000000e+00 inf =   0.000e+00 (363)
*  1317: obj =   1.000000000e+00 inf =   0.000e+00 (367) 1
*  1326: obj =   1.000000000e+00 inf =   0.000e+00 (367)
*  1338: obj =   1.000000000e+00 inf =   0.000e+00 (361)
*  1350: obj =   1.000000000e+00 inf =   0.000e+00 (347)
*  1363: obj =   1.000000000e+00 inf =   0.000e+00 (303)
*  1374: obj =   1.000000000e+00 inf =   0.000e+00 (325)
*  1385: obj =   1.000000000e+00 inf =   0.000e+00 (337)
*  1399: obj =   1.000000000e+00 inf =   0.000e+00 (373)
*  1411: obj =   1.000000000e+00 inf =   0.000e+00 (387)
*  1423: obj =   1.000000000e+00 inf =   0.000e+00 (398)
*  1435: obj =   1.000000000e+00 inf =   0.000e+00 (422)
*  1446: obj =   1.000000000e+00 inf =   0.000e+00 (438)
