GLPSOL--GLPK LP/MIP Solver 5.0
Parameter(s) specified in the command line:
 --lp input/roadNet-PA.html/roadNet-PA.txt.gz.3.lp -o input/roadNet-PA.html/roadNet-PA.txt.gz.3.lp.sol
Reading problem data from 'input/roadNet-PA.html/roadNet-PA.txt.gz.3.lp'...
3083799 rows, 7255684 columns, 15418982 non-zeros
7255684 integer variables, all of which are binary
10339488 lines were read
GLPK Integer Optimizer 5.0
3083799 rows, 7255684 columns, 15418982 non-zeros
7255684 integer variables, all of which are binary
Preprocessing...
3083779 rows, 7255664 columns, 15418890 non-zeros
7255664 integer variables, all of which are binary
Scaling...
 A: min|aij| =  1.000e+00  max|aij| =  1.000e+00  ratio =  1.000e+00
Problem data seem to be well scaled
Constructing initial basis...
Size of triangular part is 3083779
Solving LP relaxation...
GLPK Simplex Optimizer 5.0
3083779 rows, 7255664 columns, 15418890 non-zeros
      0: obj =   0.000000000e+00 inf =   9.000e+00 (9)
      9: obj =   1.311110800e+01 inf =   0.000e+00 (0)
*    36: obj =   8.666664000e+00 inf =   0.000e+00 (31)
*    63: obj =   8.666664000e+00 inf =   0.000e+00 (50)
*    86: obj =   8.666664000e+00 inf =   0.000e+00 (75)
*   111: obj =   8.666664000e+00 inf =   0.000e+00 (87)
*   134: obj =   8.666664000e+00 inf =   0.000e+00 (83)
*   159: obj =   8.666664000e+00 inf =   0.000e+00 (90)
*   184: obj =   8.666664000e+00 inf =   0.000e+00 (112)
Perturbing LP to avoid stalling [211]...
*   213: obj =   8.666664000e+00 inf =   0.000e+00 (134)
*   237: obj =   8.666664000e+00 inf =   0.000e+00 (133) 1
*   265: obj =   8.666664000e+00 inf =   0.000e+00 (123)
*   293: obj =   8.666664000e+00 inf =   0.000e+00 (168)
*   314: obj =   8.666664000e+00 inf =   0.000e+00 (144)
*   333: obj =   8.666664000e+00 inf =   0.000e+00 (175)
*   359: obj =   8.666664000e+00 inf =   0.000e+00 (161)
*   385: obj =   8.666664000e+00 inf =   0.000e+00 (148)
*   412: obj =   8.666664000e+00 inf =   0.000e+00 (251)
*   437: obj =   8.666664000e+00 inf =   0.000e+00 (251) 1
*   463: obj =   7.111111000e+00 inf =   0.000e+00 (257)
*   489: obj =   6.888889143e+00 inf =   0.000e+00 (240)
*   514: obj =   6.888889143e+00 inf =   0.000e+00 (228)
*   541: obj =   6.722222750e+00 inf =   0.000e+00 (231)
*   563: obj =   6.722222750e+00 inf =   0.000e+00 (252) 1
*   591: obj =   6.722222750e+00 inf =   0.000e+00 (283)
*   618: obj =   6.722222750e+00 inf =   0.000e+00 (283)
*   645: obj =   6.722222750e+00 inf =   0.000e+00 (310)
*   668: obj =   6.722222750e+00 inf =   0.000e+00 (279)
*   690: obj =   6.722222750e+00 inf =   0.000e+00 (261) 1
*   714: obj =   6.722222750e+00 inf =   0.000e+00 (265)
*   739: obj =   6.722222750e+00 inf =   0.000e+00 (303)
*   763: obj =   6.722222750e+00 inf =   0.000e+00 (232)
*   787: obj =   6.722222750e+00 inf =   0.000e+00 (331)
*   811: obj =   6.722222750e+00 inf =   0.000e+00 (264)
*   835: obj =   6.722222750e+00 inf =   0.000e+00 (352)
*   856: obj =   6.722222750e+00 inf =   0.000e+00 (326) 1
*   881: obj =   6.722222750e+00 inf =   0.000e+00 (358)
*   906: obj =   6.722222750e+00 inf =   0.000e+00 (392)
*   930: obj =   6.722222750e+00 inf =   0.000e+00 (259)
*   955: obj =   6.722222750e+00 inf =   0.000e+00 (384)
*   980: obj =   6.722222750e+00 inf =   0.000e+00 (383)
*  1005: obj =   6.722222750e+00 inf =   0.000e+00 (393)
*  1027: obj =   6.722222750e+00 inf =   0.000e+00 (328)
*  1047: obj =   6.722222750e+00 inf =   0.000e+00 (210) 1
*  1073: obj =   6.722222750e+00 inf =   0.000e+00 (174)
*  1097: obj =   6.722222750e+00 inf =   0.000e+00 (141)
*  1121: obj =   6.722222750e+00 inf =   0.000e+00 (150)
*  1146: obj =   6.722222750e+00 inf =   0.000e+00 (256)
*  1166: obj =   6.722222750e+00 inf =   0.000e+00 (256) 1
*  1191: obj =   6.722222750e+00 inf =   0.000e+00 (199)
*  1218: obj =   6.722222750e+00 inf =   0.000e+00 (256)
*  1244: obj =   6.722222750e+00 inf =   0.000e+00 (318)
*  1271: obj =   6.592593333e+00 inf =   0.000e+00 (267)
*  1297: obj =   6.592593333e+00 inf =   0.000e+00 (242)
*  1322: obj =   6.592593333e+00 inf =   0.000e+00 (358)
*  1348: obj =   6.592593333e+00 inf =   0.000e+00 (427)
*  1372: obj =   6.592593333e+00 inf =   0.000e+00 (449) 1
*  1398: obj =   6.592593333e+00 inf =   0.000e+00 (403)
*  1425: obj =   6.592593333e+00 inf =   0.000e+00 (316)
*  1452: obj =   6.592593333e+00 inf =   0.000e+00 (402)
*  1477: obj =   6.592593333e+00 inf =   0.000e+00 (336)
*  1499: obj =   6.592593333e+00 inf =   0.000e+00 (361)
*  1524: obj =   6.592593333e+00 inf =   0.000e+00 (332)
*  1550: obj =   6.592593333e+00 inf =   0.000e+00 (355)
*  1570: obj =   6.592593333e+00 inf =   0.000e+00 (416) 1
*  1595: obj =   6.592593333e+00 inf =   0.000e+00 (275)
*  1620: obj =   6.592593333e+00 inf =   0.000e+00 (455)
*  1646: obj =   6.592593333e+00 inf =   0.000e+00 (417)
*  1671: obj =   6.592593333e+00 inf =   0.000e+00 (416)
*  1696: obj =   6.592593333e+00 inf =   0.000e+00 (451)
*  1720: obj =   6.592593333e+00 inf =   0.000e+00 (255)
*  1746: obj =   6.592593333e+00 inf =   0.000e+00 (358)
*  1766: obj =   6.592593333e+00 inf =   0.000e+00 (244) 1
*  1790: obj =   6.592593333e+00 inf =   0.000e+00 (431)
*  1815: obj =   6.592593333e+00 inf =   0.000e+00 (341)
*  1841: obj =   6.592593333e+00 inf =   0.000e+00 (302)
*  1865: obj =   6.592593333e+00 inf =   0.000e+00 (371)
*  1891: obj =   6.592593333e+00 inf =   0.000e+00 (507)
*  1915: obj =   6.592593333e+00 inf =   0.000e+00 (381)
*  1940: obj =   6.592593333e+00 inf =   0.000e+00 (558)
*  1966: obj =   6.592593333e+00 inf =   0.000e+00 (588)
*  1987: obj =   6.592593333e+00 inf =   0.000e+00 (437)
*  2011: obj =   6.592593333e+00 inf =   0.000e+00 (347)
*  2035: obj =   6.592593333e+00 inf =   0.000e+00 (366)
*  2055: obj =   6.592593333e+00 inf =   0.000e+00 (220) 1
*  2080: obj =   6.592593333e+00 inf =   0.000e+00 (179)
*  2105: obj =   6.592593333e+00 inf =   0.000e+00 (243)
*  2129: obj =   6.592593333e+00 inf =   0.000e+00 (216)
*  2155: obj =   6.592593333e+00 inf =   0.000e+00 (232)
*  2174: obj =   6.592593333e+00 inf =   0.000e+00 (190) 1
*  2200: obj =   6.592593333e+00 inf =   0.000e+00 (323)
*  2221: obj =   6.592593333e+00 inf =   0.000e+00 (301)
*  2245: obj =   6.592593333e+00 inf =   0.000e+00 (348)
*  2271: obj =   6.592593333e+00 inf =   0.000e+00 (207)
*  2297: obj =   6.592593333e+00 inf =   0.000e+00 (281)
*  2324: obj =   6.592593333e+00 inf =   0.000e+00 (237)
*  2348: obj =   6.592593333e+00 inf =   0.000e+00 (285)
*  2372: obj =   6.592593333e+00 inf =   0.000e+00 (340)
*  2393: obj =   6.592593333e+00 inf =   0.000e+00 (366) 1
*  2419: obj =   6.592593333e+00 inf =   0.000e+00 (257)
*  2443: obj =   6.592593333e+00 inf =   0.000e+00 (269)
*  2467: obj =   6.592593333e+00 inf =   0.000e+00 (290)
*  2492: obj =   6.592593333e+00 inf =   0.000e+00 (168)
*  2518: obj =   6.592593333e+00 inf =   0.000e+00 (133) 1
*  2546: obj =   6.592593333e+00 inf =   0.000e+00 (261)
*  2573: obj =   6.592593333e+00 inf =   0.000e+00 (278)
*  2599: obj =   6.592593333e+00 inf =   0.000e+00 (433)
*  2625: obj =   6.592593333e+00 inf =   0.000e+00 (481)
*  2648: obj =   6.592593333e+00 inf =   0.000e+00 (505)
*  2672: obj =   6.592593333e+00 inf =   0.000e+00 (531)
*  2697: obj =   6.592593333e+00 inf =   0.000e+00 (563)
*  2721: obj =   6.592593333e+00 inf =   0.000e+00 (471)
*  2742: obj =   6.592593333e+00 inf =   0.000e+00 (507) 1
*  2768: obj =   6.592593333e+00 inf =   0.000e+00 (584)
*  2793: obj =   6.592593333e+00 inf =   0.000e+00 (570)
*  2818: obj =   6.592593333e+00 inf =   0.000e+00 (610)
*  2841: obj =   6.592593333e+00 inf =   0.000e+00 (503)
*  2864: obj =   6.592593333e+00 inf =   0.000e+00 (484)
*  2889: obj =   6.592593333e+00 inf =   0.000e+00 (485)
*  2911: obj =   6.592593333e+00 inf =   0.000e+00 (523) 1
*  2933: obj =   6.592593333e+00 inf =   0.000e+00 (517)
*  2957: obj =   6.592593333e+00 inf =   0.000e+00 (551)
*  2980: obj =   6.592593333e+00 inf =   0.000e+00 (550)
*  3005: obj =   6.592593333e+00 inf =   0.000e+00 (442)
*  3027: obj =   6.592593333e+00 inf =   0.000e+00 (361)
*  3048: obj =   6.592593333e+00 inf =   0.000e+00 (303) 1
*  3073: obj =   6.592593333e+00 inf =   0.000e+00 (397)
*  3097: obj =   6.592593333e+00 inf =   0.000e+00 (267)
*  3123: obj =   6.592593333e+00 inf =   0.000e+00 (354)
*  3148: obj =   6.592593333e+00 inf =   0.000e+00 (334)
*  3168: obj =   6.592593333e+00 inf =   0.000e+00 (390) 1
*  3192: obj =   6.592593333e+00 inf =   0.000e+00 (572)
*  3218: obj =   6.592593333e+00 inf =   0.000e+00 (420)
*  3243: obj =   6.592593333e+00 inf =   0.000e+00 (473)
*  3268: obj =   6.592593333e+00 inf =   0.000e+00 (355)
*  3292: obj =   6.592593333e+00 inf =   0.000e+00 (177)
*  3318: obj =   6.592593333e+00 inf =   0.000e+00 (191)
*  3338: obj =   6.592593333e+00 inf =   0.000e+00 (160) 1
*  3362: obj =   6.592593333e+00 inf =   0.000e+00 (231)
*  3387: obj =   6.592593333e+00 inf =   0.000e+00 (300)
*  3413: obj =   6.592593333e+00 inf =   0.000e+00 (488)
*  3438: obj =   6.592593333e+00 inf =   0.000e+00 (561)
*  3462: obj =   6.592593333e+00 inf =   0.000e+00 (565)
*  3487: obj =   6.592593333e+00 inf =   0.000e+00 (436)
*  3507: obj =   6.592593333e+00 inf =   0.000e+00 (383) 1
*  3532: obj =   6.592593333e+00 inf =   0.000e+00 (331)
*  3557: obj =   6.592593333e+00 inf =   0.000e+00 (333)
*  3582: obj =   6.592593333e+00 inf =   0.000e+00 (491)
*  3607: obj =   6.592593333e+00 inf =   0.000e+00 (507)
*  3633: obj =   6.592593333e+00 inf =   0.000e+00 (411)
*  3659: obj =   6.592593333e+00 inf =   0.000e+00 (506)
*  3679: obj =   6.592593333e+00 inf =   0.000e+00 (488) 1
*  3705: obj =   6.592593333e+00 inf =   0.000e+00 (415)
*  3729: obj =   6.592593333e+00 inf =   0.000e+00 (284)
*  3755: obj =   6.592593333e+00 inf =   0.000e+00 (226)
*  3781: obj =   6.592593333e+00 inf =   0.000e+00 (209)
*  3803: obj =   6.592593333e+00 inf =   0.000e+00 (258)
*  3823: obj =   6.592593333e+00 inf =   0.000e+00 (213)
*  3851: obj =   6.592593333e+00 inf =   0.000e+00 (255)
*  3874: obj =   6.592593333e+00 inf =   0.000e+00 (245) 1
*  3901: obj =   6.592593333e+00 inf =   0.000e+00 (227)
*  3928: obj =   6.592593333e+00 inf =   0.000e+00 (316)
*  3953: obj =   6.592593333e+00 inf =   0.000e+00 (343)
*  3979: obj =   6.592593333e+00 inf =   0.000e+00 (475)
*  4003: obj =   6.592593333e+00 inf =   0.000e+00 (544) 1
*  4027: obj =   6.592593333e+00 inf =   0.000e+00 (600)
*  4052: obj =   6.592593333e+00 inf =   0.000e+00 (409)
*  4076: obj =   6.592593333e+00 inf =   0.000e+00 (258)
*  4101: obj =   6.592593333e+00 inf =   0.000e+00 (203)
*  4123: obj =   6.592593333e+00 inf =   0.000e+00 (221) 1
*  4148: obj =   6.592593333e+00 inf =   0.000e+00 (197)
*  4174: obj =   6.592593333e+00 inf =   0.000e+00 (363)
*  4199: obj =   6.592593333e+00 inf =   0.000e+00 (222)
*  4220: obj =   6.592593333e+00 inf =   0.000e+00 (223)
*  4243: obj =   6.592593333e+00 inf =   0.000e+00 (200)
*  4266: obj =   6.592593333e+00 inf =   0.000e+00 (207) 1
*  4292: obj =   6.592593333e+00 inf =   0.000e+00 (184)
*  4318: obj =   6.592593333e+00 inf =   0.000e+00 (158)
*  4344: obj =   6.592593333e+00 inf =   0.000e+00 (156)
*  4369: obj =   6.592593333e+00 inf =   0.000e+00 (282)
