GLPSOL--GLPK LP/MIP Solver 5.0
Parameter(s) specified in the command line:
 --lp input/sx-stackoverflow.html/sx-stackoverflow-a2q.txt.gz.1209.lp -o input/sx-stackoverflow.html/sx-stackoverflow-a2q.txt.gz.1209.lp.sol
Reading problem data from 'input/sx-stackoverflow.html/sx-stackoverflow-a2q.txt.gz.1209.lp'...
15801797 rows, 34036655 columns, 79008972 non-zeros
34036655 integer variables, all of which are binary
49838457 lines were read
GLPK Integer Optimizer 5.0
15801797 rows, 34036655 columns, 79008972 non-zeros
34036655 integer variables, all of which are binary
Preprocessing...
1 hidden packing inequaliti(es) were detected
15801167 rows, 34036021 columns, 78979565 non-zeros
34036021 integer variables, all of which are binary
Scaling...
 A: min|aij| =  1.000e+00  max|aij| =  1.000e+00  ratio =  1.000e+00
Problem data seem to be well scaled
Constructing initial basis...
Size of triangular part is 15801167
Solving LP relaxation...
GLPK Simplex Optimizer 5.0
15801167 rows, 34036021 columns, 78979565 non-zeros
      0: obj =   0.000000000e+00 inf =   4.034e+03 (4034)
      6: obj =   7.724585991e+09 inf =   4.028e+03 (4028)
     12: obj =   1.508872372e+10 inf =   4.022e+03 (4022)
     18: obj =   2.259001096e+10 inf =   4.016e+03 (4016)
     24: obj =   3.012132350e+10 inf =   4.010e+03 (4010)
     30: obj =   3.763128788e+10 inf =   4.004e+03 (4004)
     36: obj =   4.506768544e+10 inf =   3.998e+03 (3998)
     42: obj =   5.250528906e+10 inf =   3.992e+03 (3992)
     48: obj =   5.992543712e+10 inf =   3.986e+03 (3986)
     54: obj =   6.735650737e+10 inf =   3.980e+03 (3980)
     60: obj =   7.483450540e+10 inf =   3.974e+03 (3974)
     66: obj =   8.227664447e+10 inf =   3.968e+03 (3968)
     72: obj =   8.991158331e+10 inf =   3.962e+03 (3962)
     78: obj =   9.737296046e+10 inf =   3.956e+03 (3956)
     84: obj =   1.048532797e+11 inf =   3.950e+03 (3950)
     90: obj =   1.124938048e+11 inf =   3.944e+03 (3944)
     96: obj =   1.200269541e+11 inf =   3.938e+03 (3938)
    102: obj =   1.274704758e+11 inf =   3.932e+03 (3932)
    108: obj =   1.348478852e+11 inf =   3.926e+03 (3926)
    114: obj =   1.423769134e+11 inf =   3.920e+03 (3920)
    120: obj =   1.499865428e+11 inf =   3.914e+03 (3914)
    127: obj =   1.587041526e+11 inf =   3.907e+03 (3907)
    134: obj =   1.673722146e+11 inf =   3.900e+03 (3900)
    141: obj =   1.761437500e+11 inf =   3.893e+03 (3893)
    148: obj =   1.847968443e+11 inf =   3.886e+03 (3886)
    155: obj =   1.935094055e+11 inf =   3.879e+03 (3879)
    162: obj =   2.022610767e+11 inf =   3.872e+03 (3872)
    169: obj =   2.109351370e+11 inf =   3.865e+03 (3865)
    176: obj =   2.195686028e+11 inf =   3.858e+03 (3858)
    183: obj =   2.284250495e+11 inf =   3.851e+03 (3851)
    190: obj =   2.372015916e+11 inf =   3.844e+03 (3844)
    197: obj =   2.460206966e+11 inf =   3.837e+03 (3837)
    204: obj =   2.547541020e+11 inf =   3.830e+03 (3830)
    211: obj =   2.635726610e+11 inf =   3.823e+03 (3823)
    218: obj =   2.724014061e+11 inf =   3.816e+03 (3816)
    225: obj =   2.810321161e+11 inf =   3.809e+03 (3809)
    232: obj =   2.896194376e+11 inf =   3.802e+03 (3802)
    239: obj =   2.982316697e+11 inf =   3.795e+03 (3795)
    246: obj =   3.070984583e+11 inf =   3.788e+03 (3788)
    253: obj =   3.159083642e+11 inf =   3.781e+03 (3781)
    260: obj =   3.245648019e+11 inf =   3.774e+03 (3774)
    267: obj =   3.334938648e+11 inf =   3.767e+03 (3767)
    274: obj =   3.422202951e+11 inf =   3.760e+03 (3760)
    281: obj =   3.509702065e+11 inf =   3.753e+03 (3753)
    288: obj =   3.597976657e+11 inf =   3.746e+03 (3746)
    295: obj =   3.685454157e+11 inf =   3.739e+03 (3739)
    302: obj =   3.772639790e+11 inf =   3.732e+03 (3732)
    309: obj =   3.860004011e+11 inf =   3.725e+03 (3725)
    316: obj =   3.947388949e+11 inf =   3.718e+03 (3718)
    323: obj =   4.034870616e+11 inf =   3.711e+03 (3711)
    330: obj =   4.121598445e+11 inf =   3.704e+03 (3704)
    337: obj =   4.209918832e+11 inf =   3.697e+03 (3697)
    344: obj =   4.299116724e+11 inf =   3.690e+03 (3690)
    351: obj =   4.386676489e+11 inf =   3.683e+03 (3683)
    358: obj =   4.472991770e+11 inf =   3.676e+03 (3676)
    365: obj =   4.560362756e+11 inf =   3.669e+03 (3669)
    372: obj =   4.649121062e+11 inf =   3.662e+03 (3662)
    379: obj =   4.736510123e+11 inf =   3.655e+03 (3655)
    386: obj =   4.824343942e+11 inf =   3.648e+03 (3648)
    393: obj =   4.912959843e+11 inf =   3.641e+03 (3641)
    400: obj =   5.000630590e+11 inf =   3.634e+03 (3634)
    407: obj =   5.087576550e+11 inf =   3.627e+03 (3627)
    414: obj =   5.173697762e+11 inf =   3.620e+03 (3620)
    421: obj =   5.261588877e+11 inf =   3.613e+03 (3613)
    428: obj =   5.350735563e+11 inf =   3.606e+03 (3606)
    435: obj =   5.437484862e+11 inf =   3.599e+03 (3599)
    442: obj =   5.525085658e+11 inf =   3.592e+03 (3592)
    449: obj =   5.613438485e+11 inf =   3.585e+03 (3585)
    456: obj =   5.702383737e+11 inf =   3.578e+03 (3578)
    463: obj =   5.789596906e+11 inf =   3.571e+03 (3571)
    470: obj =   5.877325275e+11 inf =   3.564e+03 (3564)
    477: obj =   5.965563111e+11 inf =   3.557e+03 (3557)
    484: obj =   6.053507888e+11 inf =   3.550e+03 (3550)
    491: obj =   6.139983076e+11 inf =   3.543e+03 (3543)
    498: obj =   6.227898420e+11 inf =   3.536e+03 (3536)
    505: obj =   6.315509707e+11 inf =   3.529e+03 (3529)
    512: obj =   6.402402983e+11 inf =   3.522e+03 (3522)
    519: obj =   6.489828086e+11 inf =   3.515e+03 (3515)
    526: obj =   6.576554316e+11 inf =   3.508e+03 (3508)
    533: obj =   6.663876306e+11 inf =   3.501e+03 (3501)
    540: obj =   6.751432548e+11 inf =   3.494e+03 (3494)
    547: obj =   6.837879043e+11 inf =   3.487e+03 (3487)
    554: obj =   6.925674246e+11 inf =   3.480e+03 (3480)
    561: obj =   7.013174323e+11 inf =   3.473e+03 (3473)
    568: obj =   7.100454512e+11 inf =   3.466e+03 (3466)
    575: obj =   7.188652660e+11 inf =   3.459e+03 (3459)
    582: obj =   7.279792941e+11 inf =   3.452e+03 (3452)
    589: obj =   7.366888967e+11 inf =   3.445e+03 (3445)
    596: obj =   7.453981184e+11 inf =   3.438e+03 (3438)
    603: obj =   7.541837007e+11 inf =   3.431e+03 (3431)
    610: obj =   7.630410765e+11 inf =   3.424e+03 (3424)
    617: obj =   7.717728549e+11 inf =   3.417e+03 (3417)
    624: obj =   7.805079644e+11 inf =   3.410e+03 (3410)
    631: obj =   7.892495910e+11 inf =   3.403e+03 (3403)
    638: obj =   7.979511826e+11 inf =   3.396e+03 (3396)
    645: obj =   8.066752941e+11 inf =   3.389e+03 (3389)
    652: obj =   8.155798621e+11 inf =   3.382e+03 (3382)
    659: obj =   8.245036363e+11 inf =   3.375e+03 (3375)
    666: obj =   8.332879984e+11 inf =   3.368e+03 (3368)
    673: obj =   8.420522413e+11 inf =   3.361e+03 (3361)
    680: obj =   8.508215400e+11 inf =   3.354e+03 (3354)
    687: obj =   8.596401130e+11 inf =   3.347e+03 (3347)
    694: obj =   8.682662103e+11 inf =   3.340e+03 (3340)
    701: obj =   8.770692780e+11 inf =   3.333e+03 (3333)
    708: obj =   8.858545682e+11 inf =   3.326e+03 (3326)
    715: obj =   8.947106374e+11 inf =   3.319e+03 (3319)
    722: obj =   9.035474452e+11 inf =   3.312e+03 (3312)
    729: obj =   9.122500144e+11 inf =   3.305e+03 (3305)
    736: obj =   9.209538641e+11 inf =   3.298e+03 (3298)
    743: obj =   9.297599341e+11 inf =   3.291e+03 (3291)
    750: obj =   9.384143394e+11 inf =   3.284e+03 (3284)
    757: obj =   9.470490335e+11 inf =   3.277e+03 (3277)
    764: obj =   9.558128879e+11 inf =   3.270e+03 (3270)
    771: obj =   9.645441386e+11 inf =   3.263e+03 (3263)
    778: obj =   9.736314898e+11 inf =   3.256e+03 (3256)
    785: obj =   9.824269187e+11 inf =   3.249e+03 (3249)
    792: obj =   9.911825646e+11 inf =   3.242e+03 (3242)
    799: obj =   1.000193080e+12 inf =   3.235e+03 (3235)
    806: obj =   1.008881309e+12 inf =   3.228e+03 (3228)
    813: obj =   1.017828074e+12 inf =   3.221e+03 (3221)
    820: obj =   1.026589878e+12 inf =   3.214e+03 (3214)
    827: obj =   1.035436055e+12 inf =   3.207e+03 (3207)
    834: obj =   1.044233611e+12 inf =   3.200e+03 (3200)
    841: obj =   1.053026197e+12 inf =   3.193e+03 (3193)
    848: obj =   1.061811373e+12 inf =   3.186e+03 (3186)
    855: obj =   1.070527466e+12 inf =   3.179e+03 (3179)
    862: obj =   1.079410621e+12 inf =   3.172e+03 (3172)
    869: obj =   1.088161622e+12 inf =   3.165e+03 (3165)
    876: obj =   1.097049949e+12 inf =   3.158e+03 (3158)
    883: obj =   1.105968648e+12 inf =   3.151e+03 (3151)
    890: obj =   1.114647935e+12 inf =   3.144e+03 (3144)
    897: obj =   1.123348287e+12 inf =   3.137e+03 (3137)
    904: obj =   1.132169647e+12 inf =   3.130e+03 (3130)
