GLPSOL--GLPK LP/MIP Solver 5.0
Parameter(s) specified in the command line:
 --lp input/com-Youtube.html/com-youtube.ungraph.txt.gz.2125.lp -o input/com-Youtube.html/com-youtube.ungraph.txt.gz.2125.lp.sol
Reading problem data from 'input/com-Youtube.html/com-youtube.ungraph.txt.gz.2125.lp'...
2987627 rows, 7110138 columns, 14938122 non-zeros
7110138 integer variables, all of which are binary
10097770 lines were read
GLPK Integer Optimizer 5.0
2987627 rows, 7110138 columns, 14938122 non-zeros
7110138 integer variables, all of which are binary
Preprocessing...
2982860 rows, 7103713 columns, 14886228 non-zeros
7103713 integer variables, all of which are binary
Scaling...
 A: min|aij| =  1.000e+00  max|aij| =  1.000e+00  ratio =  1.000e+00
Problem data seem to be well scaled
Constructing initial basis...
Size of triangular part is 2982860
Solving LP relaxation...
GLPK Simplex Optimizer 5.0
2982860 rows, 7103713 columns, 14886228 non-zeros
      0: obj =   0.000000000e+00 inf =   4.256e+03 (4256)
     20: obj =   5.784660000e+00 inf =   4.236e+03 (4236)
     41: obj =   1.173196700e+01 inf =   4.215e+03 (4215)
     61: obj =   1.721676900e+01 inf =   4.195e+03 (4195)
     80: obj =   2.241398600e+01 inf =   4.176e+03 (4176)
     99: obj =   2.755284500e+01 inf =   4.157e+03 (4157)
    119: obj =   3.298169400e+01 inf =   4.137e+03 (4137)
    140: obj =   3.869008900e+01 inf =   4.116e+03 (4116)
    161: obj =   4.453243800e+01 inf =   4.095e+03 (4095)
    179: obj =   4.945516500e+01 inf =   4.077e+03 (4077)
    199: obj =   5.486433800e+01 inf =   4.057e+03 (4057)
    219: obj =   6.034508700e+01 inf =   4.037e+03 (4037)
    238: obj =   6.549463700e+01 inf =   4.018e+03 (4018)
    257: obj =   7.063312900e+01 inf =   3.999e+03 (3999)
    277: obj =   7.604766300e+01 inf =   3.979e+03 (3979)
    298: obj =   8.172294900e+01 inf =   3.958e+03 (3958)
    318: obj =   8.712755500e+01 inf =   3.938e+03 (3938)
    336: obj =   9.198284800e+01 inf =   3.920e+03 (3920)
    353: obj =   9.662761500e+01 inf =   3.903e+03 (3903)
    371: obj =   1.015452250e+02 inf =   3.885e+03 (3885)
    391: obj =   1.069729780e+02 inf =   3.865e+03 (3865)
    412: obj =   1.126842340e+02 inf =   3.844e+03 (3844)
    431: obj =   1.178833080e+02 inf =   3.825e+03 (3825)
    448: obj =   1.225080660e+02 inf =   3.808e+03 (3808)
    468: obj =   1.279335050e+02 inf =   3.788e+03 (3788)
    488: obj =   1.333525750e+02 inf =   3.768e+03 (3768)
    503: obj =   1.374181210e+02 inf =   3.753e+03 (3753)
    521: obj =   1.422833140e+02 inf =   3.735e+03 (3735)
    539: obj =   1.471510040e+02 inf =   3.717e+03 (3717)
    557: obj =   1.520207960e+02 inf =   3.699e+03 (3699)
    575: obj =   1.569163250e+02 inf =   3.681e+03 (3681)
    593: obj =   1.617827980e+02 inf =   3.663e+03 (3663)
    612: obj =   1.669590270e+02 inf =   3.644e+03 (3644)
    631: obj =   1.720982490e+02 inf =   3.625e+03 (3625)
