GLPSOL--GLPK LP/MIP Solver 5.0
Parameter(s) specified in the command line:
 --lp input/web-Google.html/web-Google.txt.gz.180.lp -o input/web-Google.html/web-Google.txt.gz.180.lp.sol
Reading problem data from 'input/web-Google.html/web-Google.txt.gz.180.lp'...
5105042 rows, 11085791 columns, 25525197 non-zeros
11085791 integer variables, all of which are binary
16190838 lines were read
GLPK Integer Optimizer 5.0
5105042 rows, 11085791 columns, 25525197 non-zeros
11085791 integer variables, all of which are binary
Preprocessing...
5105006 rows, 11085755 columns, 25518277 non-zeros
11085755 integer variables, all of which are binary
Scaling...
 A: min|aij| =  1.000e+00  max|aij| =  1.000e+00  ratio =  1.000e+00
Problem data seem to be well scaled
Constructing initial basis...
Size of triangular part is 5105006
Solving LP relaxation...
GLPK Simplex Optimizer 5.0
5105006 rows, 11085755 columns, 25518277 non-zeros
      0: obj =   0.000000000e+00 inf =   6.326e+03 (6326)
     22: obj =   2.078501800e+01 inf =   6.304e+03 (6304)
     44: obj =   4.148259900e+01 inf =   6.282e+03 (6282)
     65: obj =   6.122589200e+01 inf =   6.261e+03 (6261)
     87: obj =   8.196313900e+01 inf =   6.239e+03 (6239)
    109: obj =   1.027406400e+02 inf =   6.217e+03 (6217)
    130: obj =   1.226974370e+02 inf =   6.196e+03 (6196)
    152: obj =   1.434212620e+02 inf =   6.174e+03 (6174)
    174: obj =   1.641260670e+02 inf =   6.152e+03 (6152)
    196: obj =   1.848156860e+02 inf =   6.130e+03 (6130)
    218: obj =   2.054764070e+02 inf =   6.108e+03 (6108)
    240: obj =   2.261442040e+02 inf =   6.086e+03 (6086)
    262: obj =   2.469572370e+02 inf =   6.064e+03 (6064)
    284: obj =   2.677034770e+02 inf =   6.042e+03 (6042)
    306: obj =   2.884619560e+02 inf =   6.020e+03 (6020)
    328: obj =   3.091490690e+02 inf =   5.998e+03 (5998)
    350: obj =   3.305374500e+02 inf =   5.976e+03 (5976)
    372: obj =   3.512146840e+02 inf =   5.954e+03 (5954)
    394: obj =   3.718920670e+02 inf =   5.932e+03 (5932)
    416: obj =   3.926341780e+02 inf =   5.910e+03 (5910)
    438: obj =   4.133858730e+02 inf =   5.888e+03 (5888)
    460: obj =   4.343622840e+02 inf =   5.866e+03 (5866)
    482: obj =   4.551536410e+02 inf =   5.844e+03 (5844)
    504: obj =   4.758140630e+02 inf =   5.822e+03 (5822)
    526: obj =   4.965381870e+02 inf =   5.800e+03 (5800)
    548: obj =   5.172224970e+02 inf =   5.778e+03 (5778)
    570: obj =   5.379786180e+02 inf =   5.756e+03 (5756)
    592: obj =   5.587637850e+02 inf =   5.734e+03 (5734)
    614: obj =   5.794255350e+02 inf =   5.712e+03 (5712)
    636: obj =   6.000878750e+02 inf =   5.690e+03 (5690)
    658: obj =   6.207347330e+02 inf =   5.668e+03 (5668)
    680: obj =   6.413886690e+02 inf =   5.646e+03 (5646)
    702: obj =   6.621161820e+02 inf =   5.624e+03 (5624)
    724: obj =   6.828394190e+02 inf =   5.602e+03 (5602)
    746: obj =   7.034976340e+02 inf =   5.580e+03 (5580)
    768: obj =   7.241745720e+02 inf =   5.558e+03 (5558)
    790: obj =   7.448423690e+02 inf =   5.536e+03 (5536)
    812: obj =   7.655268250e+02 inf =   5.514e+03 (5514)
    834: obj =   7.862182170e+02 inf =   5.492e+03 (5492)
    856: obj =   8.069100470e+02 inf =   5.470e+03 (5470)
    878: obj =   8.276183910e+02 inf =   5.448e+03 (5448)
    900: obj =   8.482693750e+02 inf =   5.426e+03 (5426)
    922: obj =   8.689781610e+02 inf =   5.404e+03 (5404)
    944: obj =   8.896590790e+02 inf =   5.382e+03 (5382)
    966: obj =   9.103280550e+02 inf =   5.360e+03 (5360)
    988: obj =   9.309945240e+02 inf =   5.338e+03 (5338)
   1010: obj =   9.516497880e+02 inf =   5.316e+03 (5316)
   1032: obj =   9.723476660e+02 inf =   5.294e+03 (5294)
   1054: obj =   9.930278520e+02 inf =   5.272e+03 (5272)
   1076: obj =   1.013674413e+03 inf =   5.250e+03 (5250)
   1098: obj =   1.034405466e+03 inf =   5.228e+03 (5228)
   1120: obj =   1.055073119e+03 inf =   5.206e+03 (5206)
   1142: obj =   1.075737520e+03 inf =   5.184e+03 (5184)
   1164: obj =   1.096495997e+03 inf =   5.162e+03 (5162)
   1186: obj =   1.117142559e+03 inf =   5.140e+03 (5140)
   1208: obj =   1.137872285e+03 inf =   5.118e+03 (5118)
   1230: obj =   1.158549077e+03 inf =   5.096e+03 (5096)
   1252: obj =   1.179254474e+03 inf =   5.074e+03 (5074)
   1274: obj =   1.199965179e+03 inf =   5.052e+03 (5052)
   1296: obj =   1.220628845e+03 inf =   5.030e+03 (5030)
   1318: obj =   1.241283961e+03 inf =   5.008e+03 (5008)
   1340: obj =   1.261984345e+03 inf =   4.986e+03 (4986)
   1362: obj =   1.282652586e+03 inf =   4.964e+03 (4964)
   1384: obj =   1.303354888e+03 inf =   4.942e+03 (4942)
   1406: obj =   1.324021211e+03 inf =   4.920e+03 (4920)
   1428: obj =   1.344678833e+03 inf =   4.898e+03 (4898)
   1450: obj =   1.365348253e+03 inf =   4.876e+03 (4876)
   1472: obj =   1.385991426e+03 inf =   4.854e+03 (4854)
   1494: obj =   1.406649344e+03 inf =   4.832e+03 (4832)
   1516: obj =   1.427358574e+03 inf =   4.810e+03 (4810)
   1538: obj =   1.448010006e+03 inf =   4.788e+03 (4788)
   1560: obj =   1.468701544e+03 inf =   4.766e+03 (4766)
   1582: obj =   1.489365952e+03 inf =   4.744e+03 (4744)
   1604: obj =   1.510075034e+03 inf =   4.722e+03 (4722)
   1626: obj =   1.530752269e+03 inf =   4.700e+03 (4700)
   1648: obj =   1.551433632e+03 inf =   4.678e+03 (4678)
   1670: obj =   1.572094646e+03 inf =   4.656e+03 (4656)
   1692: obj =   1.592771143e+03 inf =   4.634e+03 (4634)
   1714: obj =   1.613449412e+03 inf =   4.612e+03 (4612)
   1736: obj =   1.634108065e+03 inf =   4.590e+03 (4590)
   1758: obj =   1.654769079e+03 inf =   4.568e+03 (4568)
   1780: obj =   1.675427146e+03 inf =   4.546e+03 (4546)
   1802: obj =   1.696078283e+03 inf =   4.524e+03 (4524)
   1824: obj =   1.716714087e+03 inf =   4.502e+03 (4502)
   1846: obj =   1.737375398e+03 inf =   4.480e+03 (4480)
   1868: obj =   1.758032136e+03 inf =   4.458e+03 (4458)
   1890: obj =   1.778727949e+03 inf =   4.436e+03 (4436)
   1912: obj =   1.799384099e+03 inf =   4.414e+03 (4414)
   1934: obj =   1.820051602e+03 inf =   4.392e+03 (4392)
   1956: obj =   1.840741076e+03 inf =   4.370e+03 (4370)
   1978: obj =   1.861415655e+03 inf =   4.348e+03 (4348)
   2000: obj =   1.882065023e+03 inf =   4.326e+03 (4326)
   2022: obj =   1.902778823e+03 inf =   4.304e+03 (4304)
   2044: obj =   1.923449273e+03 inf =   4.282e+03 (4282)
   2066: obj =   1.944098492e+03 inf =   4.260e+03 (4260)
   2088: obj =   1.964754049e+03 inf =   4.238e+03 (4238)
   2110: obj =   1.985421696e+03 inf =   4.216e+03 (4216)
   2132: obj =   2.006069591e+03 inf =   4.194e+03 (4194)
   2154: obj =   2.026730753e+03 inf =   4.172e+03 (4172)
