GLPSOL--GLPK LP/MIP Solver 5.0
Parameter(s) specified in the command line:
 --lp input/roadNet-PA.html/roadNet-PA.txt.gz.1.lp -o input/roadNet-PA.html/roadNet-PA.txt.gz.1.lp.sol
Reading problem data from 'input/roadNet-PA.html/roadNet-PA.txt.gz.1.lp'...
3083799 rows, 7255684 columns, 15418982 non-zeros
7255684 integer variables, all of which are binary
10339488 lines were read
GLPK Integer Optimizer 5.0
3083799 rows, 7255684 columns, 15418982 non-zeros
7255684 integer variables, all of which are binary
Preprocessing...
3083779 rows, 7255664 columns, 15418890 non-zeros
7255664 integer variables, all of which are binary
Scaling...
 A: min|aij| =  1.000e+00  max|aij| =  1.000e+00  ratio =  1.000e+00
Problem data seem to be well scaled
Constructing initial basis...
Size of triangular part is 3083779
Solving LP relaxation...
GLPK Simplex Optimizer 5.0
3083779 rows, 7255664 columns, 15418890 non-zeros
      0: obj =   0.000000000e+00 inf =   9.000e+00 (9)
      9: obj =   1.311110800e+01 inf =   0.000e+00 (0)
*    35: obj =   1.155555200e+01 inf =   0.000e+00 (32)
*    59: obj =   1.155555200e+01 inf =   0.000e+00 (47)
*    83: obj =   1.155555200e+01 inf =   0.000e+00 (74)
*   108: obj =   1.155555200e+01 inf =   0.000e+00 (79)
*   136: obj =   1.155555200e+01 inf =   0.000e+00 (69)
*   163: obj =   1.155555200e+01 inf =   0.000e+00 (116)
*   193: obj =   1.155555200e+01 inf =   0.000e+00 (124)
Perturbing LP to avoid stalling [209]...
*   223: obj =   1.155555200e+01 inf =   0.000e+00 (154)
*   247: obj =   1.155555200e+01 inf =   0.000e+00 (103) 1
*   277: obj =   1.155555200e+01 inf =   0.000e+00 (151)
*   308: obj =   1.155555200e+01 inf =   0.000e+00 (137)
*   338: obj =   1.155555200e+01 inf =   0.000e+00 (175)
*   367: obj =   1.155555200e+01 inf =   0.000e+00 (161)
*   396: obj =   1.155555200e+01 inf =   0.000e+00 (182)
*   425: obj =   1.155555200e+01 inf =   0.000e+00 (237)
*   448: obj =   9.999999000e+00 inf =   0.000e+00 (3083922) 1
*   476: obj =   8.962963667e+00 inf =   0.000e+00 (254)
*   504: obj =   8.888889714e+00 inf =   0.000e+00 (233)
*   533: obj =   8.833334250e+00 inf =   0.000e+00 (240)
*   557: obj =   8.833334250e+00 inf =   0.000e+00 (231) 1
*   586: obj =   8.833334250e+00 inf =   0.000e+00 (276)
*   615: obj =   8.833334250e+00 inf =   0.000e+00 (279)
*   644: obj =   8.833334250e+00 inf =   0.000e+00 (313)
*   669: obj =   8.833334250e+00 inf =   0.000e+00 (263) 1
*   695: obj =   8.833334250e+00 inf =   0.000e+00 (265)
*   722: obj =   8.833334250e+00 inf =   0.000e+00 (285)
*   749: obj =   8.833334250e+00 inf =   0.000e+00 (297)
*   776: obj =   8.833334250e+00 inf =   0.000e+00 (319)
*   803: obj =   8.833334250e+00 inf =   0.000e+00 (332)
*   830: obj =   8.833334250e+00 inf =   0.000e+00 (344)
*   854: obj =   8.833334250e+00 inf =   0.000e+00 (326) 1
*   881: obj =   8.833334250e+00 inf =   0.000e+00 (362)
*   908: obj =   8.833334250e+00 inf =   0.000e+00 (384)
*   935: obj =   8.833334250e+00 inf =   0.000e+00 (275)
*   963: obj =   8.833334250e+00 inf =   0.000e+00 (382)
*   989: obj =   8.833334250e+00 inf =   0.000e+00 (385)
*  1016: obj =   8.833334250e+00 inf =   0.000e+00 (383)
*  1042: obj =   8.833334250e+00 inf =   0.000e+00 (236) 1
*  1068: obj =   8.833334250e+00 inf =   0.000e+00 (183)
*  1094: obj =   8.833334250e+00 inf =   0.000e+00 (143)
*  1121: obj =   8.833334250e+00 inf =   0.000e+00 (144)
*  1149: obj =   8.833334250e+00 inf =   0.000e+00 (254)
*  1173: obj =   8.833334250e+00 inf =   0.000e+00 (258) 1
*  1201: obj =   8.833334250e+00 inf =   0.000e+00 (220)
*  1231: obj =   8.833334250e+00 inf =   0.000e+00 (314)
*  1260: obj =   8.790124444e+00 inf =   0.000e+00 (257)
*  1291: obj =   8.790124444e+00 inf =   0.000e+00 (218)
*  1320: obj =   8.790124444e+00 inf =   0.000e+00 (358)
*  1349: obj =   8.790124444e+00 inf =   0.000e+00 (433)
*  1374: obj =   8.790124444e+00 inf =   0.000e+00 (445) 1
*  1403: obj =   8.790124444e+00 inf =   0.000e+00 (337)
*  1432: obj =   8.790124444e+00 inf =   0.000e+00 (298)
*  1462: obj =   8.790124444e+00 inf =   0.000e+00 (405)
*  1489: obj =   8.790124444e+00 inf =   0.000e+00 (345)
*  1517: obj =   8.790124444e+00 inf =   0.000e+00 (340)
*  1544: obj =   8.790124444e+00 inf =   0.000e+00 (349)
*  1568: obj =   8.790124444e+00 inf =   0.000e+00 (416) 1
*  1596: obj =   8.790124444e+00 inf =   0.000e+00 (421)
*  1625: obj =   8.790124444e+00 inf =   0.000e+00 (469)
*  1652: obj =   8.790124444e+00 inf =   0.000e+00 (396)
*  1680: obj =   8.790124444e+00 inf =   0.000e+00 (423)
*  1707: obj =   8.790124444e+00 inf =   0.000e+00 (240)
*  1735: obj =   8.790124444e+00 inf =   0.000e+00 (352)
*  1762: obj =   8.790124444e+00 inf =   0.000e+00 (311)
*  1786: obj =   8.790124444e+00 inf =   0.000e+00 (398) 1
*  1816: obj =   8.790124444e+00 inf =   0.000e+00 (347)
*  1845: obj =   8.790124444e+00 inf =   0.000e+00 (253)
*  1873: obj =   8.790124444e+00 inf =   0.000e+00 (391)
*  1902: obj =   8.790124444e+00 inf =   0.000e+00 (533)
*  1929: obj =   8.790124444e+00 inf =   0.000e+00 (471)
*  1956: obj =   8.790124444e+00 inf =   0.000e+00 (577)
*  1983: obj =   8.790124444e+00 inf =   0.000e+00 (610)
