GLPSOL--GLPK LP/MIP Solver 5.0
Parameter(s) specified in the command line:
 --lp input/web-BerkStan.html/web-BerkStan.txt.gz.48.lp -o input/web-BerkStan.html/web-BerkStan.txt.gz.48.lp.sol
Reading problem data from 'input/web-BerkStan.html/web-BerkStan.txt.gz.48.lp'...
7600598 rows, 15886420 columns, 38002977 non-zeros
15886420 integer variables, all of which are binary
23487023 lines were read
GLPK Integer Optimizer 5.0
7600598 rows, 15886420 columns, 38002977 non-zeros
15886420 integer variables, all of which are binary
Preprocessing...
7600513 rows, 15886335 columns, 37918186 non-zeros
15886335 integer variables, all of which are binary
Scaling...
 A: min|aij| =  1.000e+00  max|aij| =  1.000e+00  ratio =  1.000e+00
Problem data seem to be well scaled
Constructing initial basis...
Size of triangular part is 7600513
Solving LP relaxation...
GLPK Simplex Optimizer 5.0
7600513 rows, 15886335 columns, 37918186 non-zeros
      0: obj =   0.000000000e+00 inf =   8.421e+04 (84208)
     14: obj =   1.408144800e+01 inf =   8.419e+04 (84194)
     23: obj =   2.314761200e+01 inf =   8.418e+04 (84185)
     33: obj =   3.375588600e+01 inf =   8.418e+04 (84175)
     47: obj =   4.778039500e+01 inf =   8.416e+04 (84161)
     57: obj =   5.781132100e+01 inf =   8.415e+04 (84151)
     66: obj =   6.682766000e+01 inf =   8.414e+04 (84142)
     77: obj =   7.783185100e+01 inf =   8.413e+04 (84131)
     87: obj =   8.782586000e+01 inf =   8.412e+04 (84121)
     97: obj =   9.782581300e+01 inf =   8.411e+04 (84111)
    108: obj =   1.088138880e+02 inf =   8.410e+04 (84100)
    118: obj =   1.188087760e+02 inf =   8.409e+04 (84090)
    128: obj =   1.288015650e+02 inf =   8.408e+04 (84080)
    141: obj =   1.417831060e+02 inf =   8.407e+04 (84067)
    154: obj =   1.547609880e+02 inf =   8.405e+04 (84054)
    168: obj =   1.687401250e+02 inf =   8.404e+04 (84040)
    179: obj =   1.797253950e+02 inf =   8.403e+04 (84029)
    190: obj =   1.907086180e+02 inf =   8.402e+04 (84018)
    201: obj =   2.022168530e+02 inf =   8.401e+04 (84007)
    212: obj =   2.137302390e+02 inf =   8.400e+04 (83996)
    220: obj =   2.217226260e+02 inf =   8.399e+04 (83988)
    232: obj =   2.337033630e+02 inf =   8.398e+04 (83976)
    245: obj =   2.466826880e+02 inf =   8.396e+04 (83963)
    252: obj =   2.536699490e+02 inf =   8.396e+04 (83956)
    265: obj =   2.666500350e+02 inf =   8.394e+04 (83943)
    276: obj =   2.776322860e+02 inf =   8.393e+04 (83932)
    285: obj =   2.866170130e+02 inf =   8.392e+04 (83923)
    294: obj =   2.956037880e+02 inf =   8.391e+04 (83914)
    302: obj =   3.035907400e+02 inf =   8.391e+04 (83906)
    312: obj =   3.135738690e+02 inf =   8.390e+04 (83896)
    322: obj =   3.235677130e+02 inf =   8.389e+04 (83886)
    331: obj =   3.325600890e+02 inf =   8.388e+04 (83877)
    341: obj =   3.425450650e+02 inf =   8.387e+04 (83867)
    349: obj =   3.505305240e+02 inf =   8.386e+04 (83859)
    357: obj =   3.585162680e+02 inf =   8.385e+04 (83851)
    366: obj =   3.675007590e+02 inf =   8.384e+04 (83842)
    374: obj =   3.754884680e+02 inf =   8.383e+04 (83834)
    384: obj =   3.854754100e+02 inf =   8.382e+04 (83824)
    393: obj =   3.944619700e+02 inf =   8.382e+04 (83815)
    405: obj =   4.065112960e+02 inf =   8.380e+04 (83803)
    420: obj =   4.215635230e+02 inf =   8.379e+04 (83788)
    430: obj =   4.315511860e+02 inf =   8.378e+04 (83778)
    439: obj =   4.405409910e+02 inf =   8.377e+04 (83769)
    449: obj =   4.505344460e+02 inf =   8.376e+04 (83759)
    461: obj =   4.625151010e+02 inf =   8.375e+04 (83747)
    471: obj =   4.725047650e+02 inf =   8.374e+04 (83737)
    479: obj =   4.804934930e+02 inf =   8.373e+04 (83729)
    487: obj =   4.884803870e+02 inf =   8.372e+04 (83721)
    496: obj =   4.974669850e+02 inf =   8.371e+04 (83712)
    504: obj =   5.054529220e+02 inf =   8.370e+04 (83704)
    515: obj =   5.164646670e+02 inf =   8.369e+04 (83693)
    526: obj =   5.274740440e+02 inf =   8.368e+04 (83682)
    537: obj =   5.384859430e+02 inf =   8.367e+04 (83671)
    549: obj =   5.504722210e+02 inf =   8.366e+04 (83659)
    558: obj =   5.594739720e+02 inf =   8.365e+04 (83650)
    568: obj =   5.694649370e+02 inf =   8.364e+04 (83640)
    578: obj =   5.794470220e+02 inf =   8.363e+04 (83630)
    588: obj =   5.894395620e+02 inf =   8.362e+04 (83620)
    599: obj =   6.004324120e+02 inf =   8.361e+04 (83609)
    608: obj =   6.094186690e+02 inf =   8.360e+04 (83600)
    617: obj =   6.184022120e+02 inf =   8.359e+04 (83591)
    626: obj =   6.273872350e+02 inf =   8.358e+04 (83582)
    636: obj =   6.373732380e+02 inf =   8.357e+04 (83572)
    645: obj =   6.463566150e+02 inf =   8.356e+04 (83563)
    654: obj =   6.553400760e+02 inf =   8.355e+04 (83554)
    663: obj =   6.643235370e+02 inf =   8.354e+04 (83545)
    671: obj =   6.723087610e+02 inf =   8.354e+04 (83537)
    684: obj =   6.852848580e+02 inf =   8.352e+04 (83524)
    697: obj =   6.982610030e+02 inf =   8.351e+04 (83511)
    708: obj =   7.092421070e+02 inf =   8.350e+04 (83500)
    719: obj =   7.202224640e+02 inf =   8.349e+04 (83489)
    731: obj =   7.322005730e+02 inf =   8.348e+04 (83477)
    745: obj =   7.461748230e+02 inf =   8.346e+04 (83463)
    758: obj =   7.591525420e+02 inf =   8.345e+04 (83450)
    766: obj =   7.671415580e+02 inf =   8.344e+04 (83442)
    774: obj =   7.751301700e+02 inf =   8.343e+04 (83434)
    782: obj =   7.831169350e+02 inf =   8.343e+04 (83426)
    793: obj =   7.940991650e+02 inf =   8.342e+04 (83415)
    807: obj =   8.080775240e+02 inf =   8.340e+04 (83401)
    820: obj =   8.210600690e+02 inf =   8.339e+04 (83388)
    832: obj =   8.330427450e+02 inf =   8.338e+04 (83376)
    842: obj =   8.430274750e+02 inf =   8.337e+04 (83366)
    854: obj =   8.550093370e+02 inf =   8.335e+04 (83354)
    863: obj =   8.639955220e+02 inf =   8.334e+04 (83345)
    872: obj =   8.729817790e+02 inf =   8.334e+04 (83336)
    883: obj =   8.839648740e+02 inf =   8.332e+04 (83325)
    891: obj =   8.919525620e+02 inf =   8.332e+04 (83317)
