GLPSOL--GLPK LP/MIP Solver 5.0
Parameter(s) specified in the command line:
 --lp input/higgs-twitter.html/higgs-social_network.edgelist.gz.750.lp -o
 input/higgs-twitter.html/higgs-social_network.edgelist.gz.750.lp.sol
Reading problem data from 'input/higgs-twitter.html/higgs-social_network.edgelist.gz.750.lp'...
14855822 rows, 30168264 columns, 74279097 non-zeros
30168264 integer variables, all of which are binary
45024091 lines were read
GLPK Integer Optimizer 5.0
14855822 rows, 30168264 columns, 74279097 non-zeros
30168264 integer variables, all of which are binary
Preprocessing...
1 hidden packing inequaliti(es) were detected
14854769 rows, 30167211 columns, 74222246 non-zeros
30167211 integer variables, all of which are binary
Scaling...
 A: min|aij| =  1.000e+00  max|aij| =  1.000e+00  ratio =  1.000e+00
Problem data seem to be well scaled
Constructing initial basis...
Size of triangular part is 14854769
Solving LP relaxation...
GLPK Simplex Optimizer 5.0
14854769 rows, 30167211 columns, 74222246 non-zeros
      0: obj =   0.000000000e+00 inf =   5.139e+04 (51386)
      6: obj =   6.265628000e+00 inf =   5.138e+04 (51380)
     13: obj =   1.343333600e+01 inf =   5.137e+04 (51373)
     20: obj =   2.082266100e+01 inf =   5.137e+04 (51366)
     27: obj =   2.865506600e+01 inf =   5.136e+04 (51359)
     35: obj =   3.761941100e+01 inf =   5.135e+04 (51351)
     42: obj =   4.489436500e+01 inf =   5.134e+04 (51344)
     49: obj =   5.204070400e+01 inf =   5.134e+04 (51337)
     56: obj =   5.915228100e+01 inf =   5.133e+04 (51330)
     63: obj =   6.604589000e+01 inf =   5.132e+04 (51323)
     70: obj =   7.353604100e+01 inf =   5.132e+04 (51316)
     76: obj =   7.957725900e+01 inf =   5.131e+04 (51310)
     83: obj =   8.657498000e+01 inf =   5.130e+04 (51303)
     90: obj =   9.349022300e+01 inf =   5.130e+04 (51296)
     97: obj =   1.003708590e+02 inf =   5.129e+04 (51289)
    104: obj =   1.072313970e+02 inf =   5.128e+04 (51282)
    111: obj =   1.145550940e+02 inf =   5.128e+04 (51275)
    118: obj =   1.216573080e+02 inf =   5.127e+04 (51268)
    125: obj =   1.285072080e+02 inf =   5.126e+04 (51261)
    131: obj =   1.344743850e+02 inf =   5.126e+04 (51255)
    137: obj =   1.408660650e+02 inf =   5.125e+04 (51249)
    144: obj =   1.477569570e+02 inf =   5.124e+04 (51242)
    150: obj =   1.544140570e+02 inf =   5.124e+04 (51236)
    157: obj =   1.612950710e+02 inf =   5.123e+04 (51229)
    164: obj =   1.687972270e+02 inf =   5.122e+04 (51222)
    171: obj =   1.759849560e+02 inf =   5.122e+04 (51215)
    178: obj =   1.828452100e+02 inf =   5.121e+04 (51208)
    185: obj =   1.897455610e+02 inf =   5.120e+04 (51201)
    191: obj =   1.956732100e+02 inf =   5.120e+04 (51195)
    197: obj =   2.016770660e+02 inf =   5.119e+04 (51189)
    204: obj =   2.085514700e+02 inf =   5.118e+04 (51182)
    211: obj =   2.156652520e+02 inf =   5.118e+04 (51175)
    218: obj =   2.230892990e+02 inf =   5.117e+04 (51168)
    225: obj =   2.300844550e+02 inf =   5.116e+04 (51161)
    232: obj =   2.372956050e+02 inf =   5.115e+04 (51154)
    239: obj =   2.443849960e+02 inf =   5.115e+04 (51147)
    246: obj =   2.512757180e+02 inf =   5.114e+04 (51140)
    253: obj =   2.582047150e+02 inf =   5.113e+04 (51133)
    259: obj =   2.641954640e+02 inf =   5.113e+04 (51127)
    266: obj =   2.715810270e+02 inf =   5.112e+04 (51120)
    273: obj =   2.784465240e+02 inf =   5.111e+04 (51113)
    279: obj =   2.843231120e+02 inf =   5.111e+04 (51107)
    287: obj =   2.921917980e+02 inf =   5.110e+04 (51099)
    294: obj =   2.996426670e+02 inf =   5.109e+04 (51092)
    301: obj =   3.067236810e+02 inf =   5.108e+04 (51085)
    308: obj =   3.136895460e+02 inf =   5.108e+04 (51078)
    315: obj =   3.206017710e+02 inf =   5.107e+04 (51071)
    322: obj =   3.274712360e+02 inf =   5.106e+04 (51064)
    329: obj =   3.343911340e+02 inf =   5.106e+04 (51057)
    336: obj =   3.412589860e+02 inf =   5.105e+04 (51050)
    343: obj =   3.481226970e+02 inf =   5.104e+04 (51043)
    350: obj =   3.550481600e+02 inf =   5.104e+04 (51036)
    357: obj =   3.619310170e+02 inf =   5.103e+04 (51029)
    363: obj =   3.678327170e+02 inf =   5.102e+04 (51023)
    371: obj =   3.757048610e+02 inf =   5.102e+04 (51015)
    378: obj =   3.826510860e+02 inf =   5.101e+04 (51008)
    384: obj =   3.885620760e+02 inf =   5.100e+04 (51002)
    391: obj =   3.954331170e+02 inf =   5.100e+04 (50995)
    397: obj =   4.013573440e+02 inf =   5.099e+04 (50989)
    403: obj =   4.072511050e+02 inf =   5.098e+04 (50983)
    411: obj =   4.151400600e+02 inf =   5.098e+04 (50975)
    418: obj =   4.219975970e+02 inf =   5.097e+04 (50968)
    425: obj =   4.288927830e+02 inf =   5.096e+04 (50961)
    433: obj =   4.367670920e+02 inf =   5.095e+04 (50953)
    440: obj =   4.436240030e+02 inf =   5.095e+04 (50946)
    447: obj =   4.504870090e+02 inf =   5.094e+04 (50939)
    454: obj =   4.573400630e+02 inf =   5.093e+04 (50932)
    461: obj =   4.642018360e+02 inf =   5.092e+04 (50925)
    468: obj =   4.711412800e+02 inf =   5.092e+04 (50918)
    475: obj =   4.780284120e+02 inf =   5.091e+04 (50911)
    482: obj =   4.850646180e+02 inf =   5.090e+04 (50904)
    489: obj =   4.920874310e+02 inf =   5.090e+04 (50897)
    496: obj =   4.990960550e+02 inf =   5.089e+04 (50890)
    503: obj =   5.060122110e+02 inf =   5.088e+04 (50883)
    510: obj =   5.129366300e+02 inf =   5.088e+04 (50876)
    517: obj =   5.197999980e+02 inf =   5.087e+04 (50869)
    524: obj =   5.266636890e+02 inf =   5.086e+04 (50862)
    531: obj =   5.336193530e+02 inf =   5.086e+04 (50855)
    538: obj =   5.404896560e+02 inf =   5.085e+04 (50848)
    545: obj =   5.474867320e+02 inf =   5.084e+04 (50841)
    552: obj =   5.543589330e+02 inf =   5.083e+04 (50834)
    560: obj =   5.623204500e+02 inf =   5.083e+04 (50826)
    567: obj =   5.692938750e+02 inf =   5.082e+04 (50819)
    574: obj =   5.762144000e+02 inf =   5.081e+04 (50812)
    581: obj =   5.832155590e+02 inf =   5.080e+04 (50805)
    588: obj =   5.904059660e+02 inf =   5.080e+04 (50798)
    595: obj =   5.972813570e+02 inf =   5.079e+04 (50791)
    602: obj =   6.041970380e+02 inf =   5.078e+04 (50784)
    609: obj =   6.110537000e+02 inf =   5.078e+04 (50777)
    616: obj =   6.179657710e+02 inf =   5.077e+04 (50770)
    623: obj =   6.248817000e+02 inf =   5.076e+04 (50763)
    630: obj =   6.317529900e+02 inf =   5.076e+04 (50756)
    637: obj =   6.386076030e+02 inf =   5.075e+04 (50749)
    644: obj =   6.455110310e+02 inf =   5.074e+04 (50742)
    651: obj =   6.523992640e+02 inf =   5.074e+04 (50735)
    658: obj =   6.592722620e+02 inf =   5.073e+04 (50728)
    666: obj =   6.672515940e+02 inf =   5.072e+04 (50720)
    673: obj =   6.741323620e+02 inf =   5.071e+04 (50713)
    680: obj =   6.810828210e+02 inf =   5.071e+04 (50706)
    688: obj =   6.889845590e+02 inf =   5.070e+04 (50698)
    695: obj =   6.958668850e+02 inf =   5.069e+04 (50691)
    702: obj =   7.027449180e+02 inf =   5.068e+04 (50684)
    709: obj =   7.096641120e+02 inf =   5.068e+04 (50677)
    716: obj =   7.165576820e+02 inf =   5.067e+04 (50670)
    723: obj =   7.234731530e+02 inf =   5.066e+04 (50663)
    730: obj =   7.303947980e+02 inf =   5.066e+04 (50656)
    737: obj =   7.372528280e+02 inf =   5.065e+04 (50649)
    743: obj =   7.431355140e+02 inf =   5.064e+04 (50643)
    750: obj =   7.500159590e+02 inf =   5.064e+04 (50636)
    757: obj =   7.568861650e+02 inf =   5.063e+04 (50629)
    764: obj =   7.637840840e+02 inf =   5.062e+04 (50622)
    771: obj =   7.706577860e+02 inf =   5.062e+04 (50615)
    778: obj =   7.775109720e+02 inf =   5.061e+04 (50608)
    786: obj =   7.853448230e+02 inf =   5.060e+04 (50600)
    794: obj =   7.931936970e+02 inf =   5.059e+04 (50592)
    801: obj =   8.000597810e+02 inf =   5.058e+04 (50585)
    808: obj =   8.070053410e+02 inf =   5.058e+04 (50578)
    815: obj =   8.139061290e+02 inf =   5.057e+04 (50571)
    822: obj =   8.208356570e+02 inf =   5.056e+04 (50564)
    829: obj =   8.277282980e+02 inf =   5.056e+04 (50557)
    836: obj =   8.345888730e+02 inf =   5.055e+04 (50550)
    843: obj =   8.414600670e+02 inf =   5.054e+04 (50543)
    850: obj =   8.483250310e+02 inf =   5.054e+04 (50536)
    857: obj =   8.552000620e+02 inf =   5.053e+04 (50529)
    864: obj =   8.620749420e+02 inf =   5.052e+04 (50522)
    871: obj =   8.689354800e+02 inf =   5.052e+04 (50515)
    878: obj =   8.757979750e+02 inf =   5.051e+04 (50508)
    884: obj =   8.816728540e+02 inf =   5.050e+04 (50502)
    891: obj =   8.885261930e+02 inf =   5.050e+04 (50495)
    898: obj =   8.953929230e+02 inf =   5.049e+04 (50488)
    905: obj =   9.022629220e+02 inf =   5.048e+04 (50481)
    912: obj =   9.091301090e+02 inf =   5.047e+04 (50474)
    919: obj =   9.159879100e+02 inf =   5.047e+04 (50467)
    926: obj =   9.228584410e+02 inf =   5.046e+04 (50460)
    933: obj =   9.297255520e+02 inf =   5.045e+04 (50453)
    940: obj =   9.366152280e+02 inf =   5.045e+04 (50446)
    947: obj =   9.434745880e+02 inf =   5.044e+04 (50439)
    954: obj =   9.505493900e+02 inf =   5.043e+04 (50432)
    961: obj =   9.574498170e+02 inf =   5.042e+04 (50425)
    969: obj =   9.654000500e+02 inf =   5.042e+04 (50417)
    977: obj =   9.732622600e+02 inf =   5.041e+04 (50409)
    985: obj =   9.811443570e+02 inf =   5.040e+04 (50401)
    992: obj =   9.879931170e+02 inf =   5.039e+04 (50394)
    999: obj =   9.948876760e+02 inf =   5.039e+04 (50387)
   1007: obj =   1.002742477e+03 inf =   5.038e+04 (50379)
   1015: obj =   1.010571427e+03 inf =   5.037e+04 (50371)
   1022: obj =   1.017504318e+03 inf =   5.036e+04 (50364)
   1029: obj =   1.024740599e+03 inf =   5.036e+04 (50357)
   1036: obj =   1.031669025e+03 inf =   5.035e+04 (50350)
   1043: obj =   1.038603264e+03 inf =   5.034e+04 (50343)
   1050: obj =   1.045613751e+03 inf =   5.034e+04 (50336)
   1057: obj =   1.052477081e+03 inf =   5.033e+04 (50329)
   1065: obj =   1.060368772e+03 inf =   5.032e+04 (50321)
   1072: obj =   1.067283009e+03 inf =   5.031e+04 (50314)
   1079: obj =   1.074166759e+03 inf =   5.031e+04 (50307)
   1086: obj =   1.081080806e+03 inf =   5.030e+04 (50300)
   1093: obj =   1.088031779e+03 inf =   5.029e+04 (50293)
   1100: obj =   1.094879952e+03 inf =   5.029e+04 (50286)
   1107: obj =   1.101813431e+03 inf =   5.028e+04 (50279)
   1114: obj =   1.108676951e+03 inf =   5.027e+04 (50272)
   1122: obj =   1.116531334e+03 inf =   5.026e+04 (50264)
   1129: obj =   1.123389459e+03 inf =   5.026e+04 (50257)
   1137: obj =   1.131363152e+03 inf =   5.025e+04 (50249)
   1145: obj =   1.139208246e+03 inf =   5.024e+04 (50241)
   1152: obj =   1.146105139e+03 inf =   5.023e+04 (50234)
   1160: obj =   1.154009498e+03 inf =   5.023e+04 (50226)
   1168: obj =   1.161858656e+03 inf =   5.022e+04 (50218)
   1176: obj =   1.169842397e+03 inf =   5.021e+04 (50210)
   1184: obj =   1.177680710e+03 inf =   5.020e+04 (50202)
   1192: obj =   1.185538930e+03 inf =   5.019e+04 (50194)
   1200: obj =   1.193387235e+03 inf =   5.019e+04 (50186)
   1207: obj =   1.200274385e+03 inf =   5.018e+04 (50179)
   1215: obj =   1.208151485e+03 inf =   5.017e+04 (50171)
   1223: obj =   1.216001594e+03 inf =   5.016e+04 (50163)
   1230: obj =   1.222861467e+03 inf =   5.016e+04 (50156)
   1238: obj =   1.230723866e+03 inf =   5.015e+04 (50148)
   1246: obj =   1.238589514e+03 inf =   5.014e+04 (50140)
   1253: obj =   1.245450698e+03 inf =   5.013e+04 (50133)
   1260: obj =   1.252309128e+03 inf =   5.013e+04 (50126)
   1267: obj =   1.259188204e+03 inf =   5.012e+04 (50119)
   1274: obj =   1.266055827e+03 inf =   5.011e+04 (50112)
   1281: obj =   1.272935494e+03 inf =   5.010e+04 (50105)
   1288: obj =   1.279793887e+03 inf =   5.010e+04 (50098)
   1295: obj =   1.286655223e+03 inf =   5.009e+04 (50091)
   1302: obj =   1.293632068e+03 inf =   5.008e+04 (50084)
   1309: obj =   1.300494256e+03 inf =   5.008e+04 (50077)
   1316: obj =   1.307548353e+03 inf =   5.007e+04 (50070)
   1323: obj =   1.314436394e+03 inf =   5.006e+04 (50063)
   1330: obj =   1.321335302e+03 inf =   5.006e+04 (50056)
   1337: obj =   1.328199372e+03 inf =   5.005e+04 (50049)
   1344: obj =   1.335114614e+03 inf =   5.004e+04 (50042)
   1351: obj =   1.342056167e+03 inf =   5.004e+04 (50035)
