GLPSOL--GLPK LP/MIP Solver 5.0
Parameter(s) specified in the command line:
 --lp input/wiki-Talk.html/wiki-Talk.txt.gz.2317.lp -o input/wiki-Talk.html/wiki-Talk.txt.gz.2317.lp.sol
Reading problem data from 'input/wiki-Talk.html/wiki-Talk.txt.gz.2317.lp'...
5021413 rows, 12437205 columns, 25107052 non-zeros
12437205 integer variables, all of which are binary
17458623 lines were read
GLPK Integer Optimizer 5.0
5021413 rows, 12437205 columns, 25107052 non-zeros
12437205 integer variables, all of which are binary
Preprocessing...
5021070 rows, 12436859 columns, 25002353 non-zeros
12436859 integer variables, all of which are binary
Scaling...
 A: min|aij| =  1.000e+00  max|aij| =  1.000e+00  ratio =  1.000e+00
Problem data seem to be well scaled
Constructing initial basis...
Size of triangular part is 5021070
Solving LP relaxation...
GLPK Simplex Optimizer 5.0
5021070 rows, 12436859 columns, 25002353 non-zeros
      0: obj =   0.000000000e+00 inf =   3.311e+03 (3311)
     10: obj =   5.132440000e-01 inf =   3.301e+03 (3301)
     21: obj =   1.042436000e+00 inf =   3.290e+03 (3290)
     32: obj =   1.604704000e+00 inf =   3.279e+03 (3279)
     48: obj =   2.396359000e+00 inf =   3.263e+03 (3263)
     61: obj =   2.978652000e+00 inf =   3.250e+03 (3250)
     74: obj =   3.729109000e+00 inf =   3.237e+03 (3237)
     88: obj =   4.360078000e+00 inf =   3.223e+03 (3223)
    102: obj =   5.038903000e+00 inf =   3.209e+03 (3209)
    114: obj =   5.603562000e+00 inf =   3.197e+03 (3197)
    124: obj =   6.157383000e+00 inf =   3.187e+03 (3187)
    136: obj =   6.873891000e+00 inf =   3.175e+03 (3175)
    149: obj =   7.589161000e+00 inf =   3.162e+03 (3162)
    161: obj =   8.426872000e+00 inf =   3.150e+03 (3150)
    174: obj =   9.050064000e+00 inf =   3.137e+03 (3137)
    187: obj =   9.681495000e+00 inf =   3.124e+03 (3124)
    199: obj =   1.030725800e+01 inf =   3.112e+03 (3112)
    211: obj =   1.098850300e+01 inf =   3.100e+03 (3100)
    225: obj =   1.192230900e+01 inf =   3.086e+03 (3086)
    235: obj =   1.265437900e+01 inf =   3.076e+03 (3076)
    249: obj =   1.347401800e+01 inf =   3.062e+03 (3062)
    260: obj =   1.413422300e+01 inf =   3.051e+03 (3051)
    272: obj =   1.478274700e+01 inf =   3.039e+03 (3039)
    284: obj =   1.540295500e+01 inf =   3.027e+03 (3027)
    299: obj =   1.612900500e+01 inf =   3.012e+03 (3012)
    314: obj =   1.698460700e+01 inf =   2.997e+03 (2997)
    329: obj =   1.775591100e+01 inf =   2.982e+03 (2982)
    343: obj =   1.845630700e+01 inf =   2.968e+03 (2968)
    358: obj =   1.921903600e+01 inf =   2.953e+03 (2953)
    373: obj =   1.989829800e+01 inf =   2.938e+03 (2938)
    387: obj =   2.055954000e+01 inf =   2.924e+03 (2924)
    403: obj =   2.124806000e+01 inf =   2.908e+03 (2908)
    417: obj =   2.191175800e+01 inf =   2.894e+03 (2894)
    432: obj =   2.254354000e+01 inf =   2.879e+03 (2879)
    446: obj =   2.315430300e+01 inf =   2.865e+03 (2865)
    460: obj =   2.374882000e+01 inf =   2.851e+03 (2851)
    474: obj =   2.436253600e+01 inf =   2.837e+03 (2837)
    486: obj =   2.492753500e+01 inf =   2.825e+03 (2825)
    501: obj =   2.559973900e+01 inf =   2.810e+03 (2810)
    515: obj =   2.631673100e+01 inf =   2.796e+03 (2796)
    529: obj =   2.698905200e+01 inf =   2.782e+03 (2782)
    544: obj =   2.770623900e+01 inf =   2.767e+03 (2767)
    557: obj =   2.839217700e+01 inf =   2.754e+03 (2754)
    572: obj =   2.900925800e+01 inf =   2.739e+03 (2739)
    587: obj =   2.982986500e+01 inf =   2.724e+03 (2724)
    601: obj =   3.041997800e+01 inf =   2.710e+03 (2710)
    615: obj =   3.103443900e+01 inf =   2.696e+03 (2696)
    630: obj =   3.186313900e+01 inf =   2.681e+03 (2681)
    644: obj =   3.253965200e+01 inf =   2.667e+03 (2667)
    659: obj =   3.313045300e+01 inf =   2.652e+03 (2652)
    672: obj =   3.374915100e+01 inf =   2.639e+03 (2639)
    681: obj =   3.409279700e+01 inf =   2.630e+03 (2630)
    692: obj =   3.453919900e+01 inf =   2.619e+03 (2619)
    706: obj =   3.528550600e+01 inf =   2.605e+03 (2605)
    719: obj =   3.605531000e+01 inf =   2.592e+03 (2592)
    732: obj =   3.662936900e+01 inf =   2.579e+03 (2579)
    745: obj =   3.729653100e+01 inf =   2.566e+03 (2566)
    759: obj =   3.808467200e+01 inf =   2.552e+03 (2552)
    774: obj =   3.887168000e+01 inf =   2.537e+03 (2537)
    790: obj =   3.969582100e+01 inf =   2.521e+03 (2521)
    804: obj =   4.047080000e+01 inf =   2.507e+03 (2507)
    818: obj =   4.141707000e+01 inf =   2.493e+03 (2493)
    832: obj =   4.209705800e+01 inf =   2.479e+03 (2479)
    845: obj =   4.290772100e+01 inf =   2.466e+03 (2466)
    858: obj =   4.355590700e+01 inf =   2.453e+03 (2453)
    875: obj =   4.451392700e+01 inf =   2.436e+03 (2436)
    892: obj =   4.532825600e+01 inf =   2.419e+03 (2419)
    907: obj =   4.594147800e+01 inf =   2.404e+03 (2404)
    921: obj =   4.650889500e+01 inf =   2.390e+03 (2390)
    933: obj =   4.701184300e+01 inf =   2.378e+03 (2378)
    946: obj =   4.752141000e+01 inf =   2.365e+03 (2365)
    960: obj =   4.811253800e+01 inf =   2.351e+03 (2351)
    977: obj =   4.883342200e+01 inf =   2.334e+03 (2334)
    995: obj =   4.947770900e+01 inf =   2.316e+03 (2316)
   1012: obj =   5.034444300e+01 inf =   2.299e+03 (2299)
   1031: obj =   5.118352600e+01 inf =   2.280e+03 (2280)
   1050: obj =   5.208146700e+01 inf =   2.261e+03 (2261)
   1069: obj =   5.294128800e+01 inf =   2.242e+03 (2242)
   1088: obj =   5.371297700e+01 inf =   2.223e+03 (2223)
   1107: obj =   5.454398000e+01 inf =   2.204e+03 (2204)
   1126: obj =   5.539780300e+01 inf =   2.185e+03 (2185)
   1145: obj =   5.614328700e+01 inf =   2.166e+03 (2166)
   1164: obj =   5.713172100e+01 inf =   2.147e+03 (2147)
   1183: obj =   5.803536400e+01 inf =   2.128e+03 (2128)
   1202: obj =   5.879727900e+01 inf =   2.109e+03 (2109)
   1221: obj =   5.978318100e+01 inf =   2.090e+03 (2090)
   1240: obj =   6.076723000e+01 inf =   2.071e+03 (2071)
   1259: obj =   6.155824500e+01 inf =   2.052e+03 (2052)
   1278: obj =   6.239089200e+01 inf =   2.033e+03 (2033)
   1290: obj =   6.294868100e+01 inf =   2.021e+03 (2021)
   1304: obj =   6.351391100e+01 inf =   2.007e+03 (2007)
   1319: obj =   6.411035200e+01 inf =   1.992e+03 (1992)
   1336: obj =   6.491187700e+01 inf =   1.975e+03 (1975)
   1353: obj =   6.562033300e+01 inf =   1.958e+03 (1958)
   1368: obj =   6.632607000e+01 inf =   1.943e+03 (1943)
   1380: obj =   6.689311000e+01 inf =   1.931e+03 (1931)
   1393: obj =   6.754874700e+01 inf =   1.918e+03 (1918)
   1408: obj =   6.814354300e+01 inf =   1.903e+03 (1903)
   1422: obj =   6.873237800e+01 inf =   1.889e+03 (1889)
   1436: obj =   6.933932700e+01 inf =   1.875e+03 (1875)
   1451: obj =   6.991710800e+01 inf =   1.860e+03 (1860)
   1467: obj =   7.073399100e+01 inf =   1.844e+03 (1844)
   1481: obj =   7.130721600e+01 inf =   1.830e+03 (1830)
   1494: obj =   7.182853900e+01 inf =   1.817e+03 (1817)
   1508: obj =   7.240435700e+01 inf =   1.803e+03 (1803)
   1522: obj =   7.307827400e+01 inf =   1.789e+03 (1789)
   1537: obj =   7.364576000e+01 inf =   1.774e+03 (1774)
   1551: obj =   7.415251000e+01 inf =   1.760e+03 (1760)
   1567: obj =   7.475374100e+01 inf =   1.744e+03 (1744)
   1586: obj =   7.549704500e+01 inf =   1.725e+03 (1725)
   1605: obj =   7.623771900e+01 inf =   1.706e+03 (1706)
   1619: obj =   7.681992400e+01 inf =   1.692e+03 (1692)
   1633: obj =   7.741166100e+01 inf =   1.678e+03 (1678)
   1649: obj =   7.798111900e+01 inf =   1.662e+03 (1662)
   1662: obj =   7.845960200e+01 inf =   1.649e+03 (1649)
   1676: obj =   7.908412700e+01 inf =   1.635e+03 (1635)
   1690: obj =   7.966605000e+01 inf =   1.621e+03 (1621)
   1705: obj =   8.022850400e+01 inf =   1.606e+03 (1606)
   1719: obj =   8.076919200e+01 inf =   1.592e+03 (1592)
   1731: obj =   8.123732100e+01 inf =   1.580e+03 (1580)
   1745: obj =   8.175435900e+01 inf =   1.566e+03 (1566)
   1758: obj =   8.221828700e+01 inf =   1.553e+03 (1553)
   1771: obj =   8.269591600e+01 inf =   1.540e+03 (1540)
   1785: obj =   8.321644800e+01 inf =   1.526e+03 (1526)
   1799: obj =   8.377950300e+01 inf =   1.512e+03 (1512)
   1813: obj =   8.431549800e+01 inf =   1.498e+03 (1498)
   1828: obj =   8.486648400e+01 inf =   1.483e+03 (1483)
   1841: obj =   8.534810400e+01 inf =   1.470e+03 (1470)
   1854: obj =   8.582919800e+01 inf =   1.457e+03 (1457)
   1867: obj =   8.633314400e+01 inf =   1.444e+03 (1444)
   1882: obj =   8.689485200e+01 inf =   1.429e+03 (1429)
   1896: obj =   8.744094000e+01 inf =   1.415e+03 (1415)
   1911: obj =   8.800764100e+01 inf =   1.400e+03 (1400)
   1925: obj =   8.863487500e+01 inf =   1.386e+03 (1386)
   1939: obj =   8.916839300e+01 inf =   1.372e+03 (1372)
   1952: obj =   8.965036800e+01 inf =   1.359e+03 (1359)
   1967: obj =   9.023935800e+01 inf =   1.344e+03 (1344)
   1981: obj =   9.074942800e+01 inf =   1.330e+03 (1330)
   1995: obj =   9.126320300e+01 inf =   1.316e+03 (1316)
   2009: obj =   9.184776000e+01 inf =   1.302e+03 (1302)
   2024: obj =   9.242521300e+01 inf =   1.287e+03 (1287)
   2038: obj =   9.299327200e+01 inf =   1.273e+03 (1273)
   2052: obj =   9.354822600e+01 inf =   1.259e+03 (1259)
   2065: obj =   9.403405300e+01 inf =   1.246e+03 (1246)
   2079: obj =   9.466079500e+01 inf =   1.232e+03 (1232)
   2092: obj =   9.515687000e+01 inf =   1.219e+03 (1219)
   2106: obj =   9.573639400e+01 inf =   1.205e+03 (1205)
   2120: obj =   9.632927300e+01 inf =   1.191e+03 (1191)
   2134: obj =   9.694670500e+01 inf =   1.177e+03 (1177)
   2147: obj =   9.743727400e+01 inf =   1.164e+03 (1164)
   2160: obj =   9.793392000e+01 inf =   1.151e+03 (1151)
   2176: obj =   9.854234300e+01 inf =   1.135e+03 (1135)
   2190: obj =   9.905114500e+01 inf =   1.121e+03 (1121)
   2203: obj =   9.951763600e+01 inf =   1.108e+03 (1108)
   2218: obj =   1.000674770e+02 inf =   1.093e+03 (1093)
   2231: obj =   1.005345030e+02 inf =   1.080e+03 (1080)
   2245: obj =   1.010490720e+02 inf =   1.066e+03 (1066)
   2258: obj =   1.015242230e+02 inf =   1.053e+03 (1053)
   2272: obj =   1.020240730e+02 inf =   1.039e+03 (1039)
   2286: obj =   1.025270020e+02 inf =   1.025e+03 (1025)
   2301: obj =   1.030633350e+02 inf =   1.010e+03 (1010)
   2315: obj =   1.035667850e+02 inf =   9.960e+02 (996)
   2329: obj =   1.040700120e+02 inf =   9.820e+02 (982)
   2343: obj =   1.045704910e+02 inf =   9.680e+02 (968)
   2356: obj =   1.050539070e+02 inf =   9.550e+02 (955)
   2369: obj =   1.055204480e+02 inf =   9.420e+02 (942)
   2383: obj =   1.060171420e+02 inf =   9.280e+02 (928)
   2397: obj =   1.065186950e+02 inf =   9.140e+02 (914)
   2411: obj =   1.070244670e+02 inf =   9.000e+02 (900)
   2424: obj =   1.074949550e+02 inf =   8.870e+02 (887)
   2437: obj =   1.079578580e+02 inf =   8.740e+02 (874)
   2452: obj =   1.084951880e+02 inf =   8.590e+02 (859)
   2464: obj =   1.089396440e+02 inf =   8.470e+02 (847)
   2478: obj =   1.094387400e+02 inf =   8.330e+02 (833)
   2493: obj =   1.099893020e+02 inf =   8.180e+02 (818)
   2507: obj =   1.105087000e+02 inf =   8.040e+02 (804)
   2521: obj =   1.110214120e+02 inf =   7.900e+02 (790)
   2535: obj =   1.115533520e+02 inf =   7.760e+02 (776)
   2548: obj =   1.120186350e+02 inf =   7.630e+02 (763)
   2562: obj =   1.125152930e+02 inf =   7.490e+02 (749)
   2575: obj =   1.129797320e+02 inf =   7.360e+02 (736)
   2589: obj =   1.134773760e+02 inf =   7.220e+02 (722)
   2603: obj =   1.140031040e+02 inf =   7.080e+02 (708)
   2618: obj =   1.146595840e+02 inf =   6.930e+02 (693)
   2633: obj =   1.151914480e+02 inf =   6.780e+02 (678)
   2648: obj =   1.157294750e+02 inf =   6.630e+02 (663)
   2660: obj =   1.161534160e+02 inf =   6.510e+02 (651)
   2675: obj =   1.166932810e+02 inf =   6.360e+02 (636)
   2689: obj =   1.171898410e+02 inf =   6.220e+02 (622)
   2705: obj =   1.177565210e+02 inf =   6.060e+02 (606)
   2719: obj =   1.182573770e+02 inf =   5.920e+02 (592)
   2735: obj =   1.188243020e+02 inf =   5.760e+02 (576)
   2750: obj =   1.193651540e+02 inf =   5.610e+02 (561)
   2764: obj =   1.198615490e+02 inf =   5.470e+02 (547)
   2778: obj =   1.203588070e+02 inf =   5.330e+02 (533)
   2794: obj =   1.209323410e+02 inf =   5.170e+02 (517)
