GLPSOL--GLPK LP/MIP Solver 5.0
Parameter(s) specified in the command line:
 --lp input/higgs-twitter.html/higgs-social_network.edgelist.gz.1000.lp -o
 input/higgs-twitter.html/higgs-social_network.edgelist.gz.1000.lp.sol
Reading problem data from 'input/higgs-twitter.html/higgs-social_network.edgelist.gz.1000.lp'...
14855822 rows, 30168264 columns, 74279097 non-zeros
30168264 integer variables, all of which are binary
45024091 lines were read
GLPK Integer Optimizer 5.0
14855822 rows, 30168264 columns, 74279097 non-zeros
30168264 integer variables, all of which are binary
Preprocessing...
1 hidden packing inequaliti(es) were detected
14854769 rows, 30167211 columns, 74222246 non-zeros
30167211 integer variables, all of which are binary
Scaling...
 A: min|aij| =  1.000e+00  max|aij| =  1.000e+00  ratio =  1.000e+00
Problem data seem to be well scaled
Constructing initial basis...
Size of triangular part is 14854769
Solving LP relaxation...
GLPK Simplex Optimizer 5.0
14854769 rows, 30167211 columns, 74222246 non-zeros
      0: obj =   0.000000000e+00 inf =   5.139e+04 (51386)
      8: obj =   8.234856000e+00 inf =   5.138e+04 (51378)
     16: obj =   1.637540100e+01 inf =   5.137e+04 (51370)
     23: obj =   2.389685500e+01 inf =   5.136e+04 (51363)
     31: obj =   3.290791000e+01 inf =   5.136e+04 (51355)
     39: obj =   4.186161700e+01 inf =   5.135e+04 (51347)
     46: obj =   4.900702600e+01 inf =   5.134e+04 (51340)
     54: obj =   5.711809000e+01 inf =   5.133e+04 (51332)
     61: obj =   6.407842900e+01 inf =   5.132e+04 (51325)
     69: obj =   7.255807500e+01 inf =   5.132e+04 (51317)
     77: obj =   8.055628800e+01 inf =   5.131e+04 (51309)
     84: obj =   8.756398200e+01 inf =   5.130e+04 (51302)
     91: obj =   9.447196900e+01 inf =   5.130e+04 (51295)
     99: obj =   1.023326980e+02 inf =   5.129e+04 (51287)
    107: obj =   1.102882500e+02 inf =   5.128e+04 (51279)
    115: obj =   1.184709080e+02 inf =   5.127e+04 (51271)
    123: obj =   1.265506310e+02 inf =   5.126e+04 (51263)
    131: obj =   1.344743850e+02 inf =   5.126e+04 (51255)
    139: obj =   1.428291190e+02 inf =   5.125e+04 (51247)
    146: obj =   1.504758480e+02 inf =   5.124e+04 (51240)
    153: obj =   1.573616110e+02 inf =   5.123e+04 (51233)
    160: obj =   1.642392630e+02 inf =   5.123e+04 (51226)
    167: obj =   1.720238200e+02 inf =   5.122e+04 (51219)
    175: obj =   1.799030310e+02 inf =   5.121e+04 (51211)
