GLPSOL--GLPK LP/MIP Solver 5.0
Parameter(s) specified in the command line:
 --lp input/as-Skitter.html/as-skitter.txt.gz.1113.lp -o input/as-Skitter.html/as-skitter.txt.gz.1113.lp.sol
Reading problem data from 'input/as-Skitter.html/as-skitter.txt.gz.1113.lp'...
11095301 rows, 23887011 columns, 55476492 non-zeros
23887011 integer variables, all of which are binary
34982317 lines were read
GLPK Integer Optimizer 5.0
11095301 rows, 23887011 columns, 55476492 non-zeros
23887011 integer variables, all of which are binary
Preprocessing...
11094801 rows, 23886511 columns, 55435397 non-zeros
23886511 integer variables, all of which are binary
Scaling...
 A: min|aij| =  1.000e+00  max|aij| =  1.000e+00  ratio =  1.000e+00
Problem data seem to be well scaled
Constructing initial basis...
Size of triangular part is 11094801
Solving LP relaxation...
GLPK Simplex Optimizer 5.0
11094801 rows, 23886511 columns, 55435397 non-zeros
      0: obj =   0.000000000e+00 inf =   3.714e+03 (3714)
      8: obj =   1.162707000e+00 inf =   3.706e+03 (3706)
     17: obj =   2.381423000e+00 inf =   3.697e+03 (3697)
     26: obj =   3.423288000e+00 inf =   3.688e+03 (3688)
     36: obj =   4.613180000e+00 inf =   3.678e+03 (3678)
     46: obj =   5.735604000e+00 inf =   3.668e+03 (3668)
     56: obj =   6.850870000e+00 inf =   3.658e+03 (3658)
     66: obj =   7.916801000e+00 inf =   3.648e+03 (3648)
     76: obj =   8.979485000e+00 inf =   3.638e+03 (3638)
     86: obj =   1.004227100e+01 inf =   3.628e+03 (3628)
     96: obj =   1.110508200e+01 inf =   3.618e+03 (3618)
    106: obj =   1.216751100e+01 inf =   3.608e+03 (3608)
    116: obj =   1.322973400e+01 inf =   3.598e+03 (3598)
    126: obj =   1.429252000e+01 inf =   3.588e+03 (3588)
    136: obj =   1.535507500e+01 inf =   3.578e+03 (3578)
    146: obj =   1.641775800e+01 inf =   3.568e+03 (3568)
    154: obj =   1.726809500e+01 inf =   3.560e+03 (3560)
    164: obj =   1.833037000e+01 inf =   3.550e+03 (3550)
    174: obj =   1.939272100e+01 inf =   3.540e+03 (3540)
    184: obj =   2.048993000e+01 inf =   3.530e+03 (3530)
    194: obj =   2.155225500e+01 inf =   3.520e+03 (3520)
    204: obj =   2.261550100e+01 inf =   3.510e+03 (3510)
    214: obj =   2.368322200e+01 inf =   3.500e+03 (3500)
    224: obj =   2.474590800e+01 inf =   3.490e+03 (3490)
    234: obj =   2.580887500e+01 inf =   3.480e+03 (3480)
    244: obj =   2.687245500e+01 inf =   3.470e+03 (3470)
    254: obj =   2.793465400e+01 inf =   3.460e+03 (3460)
    264: obj =   2.899751700e+01 inf =   3.450e+03 (3450)
    274: obj =   3.006032800e+01 inf =   3.440e+03 (3440)
    284: obj =   3.112390700e+01 inf =   3.430e+03 (3430)
    294: obj =   3.218666900e+01 inf =   3.420e+03 (3420)
    304: obj =   3.324968500e+01 inf =   3.410e+03 (3410)
    314: obj =   3.431620400e+01 inf =   3.400e+03 (3400)
    324: obj =   3.537917000e+01 inf =   3.390e+03 (3390)
    334: obj =   3.644203300e+01 inf =   3.380e+03 (3380)
    344: obj =   3.751193100e+01 inf =   3.370e+03 (3370)
    354: obj =   3.857451400e+01 inf =   3.360e+03 (3360)
    364: obj =   3.963735200e+01 inf =   3.350e+03 (3350)
    374: obj =   4.070037000e+01 inf =   3.340e+03 (3340)
    384: obj =   4.176313100e+01 inf =   3.330e+03 (3330)
    394: obj =   4.282579000e+01 inf =   3.320e+03 (3320)
    404: obj =   4.388783700e+01 inf =   3.310e+03 (3310)
    414: obj =   4.494996000e+01 inf =   3.300e+03 (3300)
    424: obj =   4.601331000e+01 inf =   3.290e+03 (3290)
    434: obj =   4.707722200e+01 inf =   3.280e+03 (3280)
    444: obj =   4.814159500e+01 inf =   3.270e+03 (3270)
    454: obj =   4.920686100e+01 inf =   3.260e+03 (3260)
    464: obj =   5.027182100e+01 inf =   3.250e+03 (3250)
    474: obj =   5.133598800e+01 inf =   3.240e+03 (3240)
    484: obj =   5.239910700e+01 inf =   3.230e+03 (3230)
    494: obj =   5.346199500e+01 inf =   3.220e+03 (3220)
    504: obj =   5.452488400e+01 inf =   3.210e+03 (3210)
    514: obj =   5.558797600e+01 inf =   3.200e+03 (3200)
    524: obj =   5.665147900e+01 inf =   3.190e+03 (3190)
    534: obj =   5.771490400e+01 inf =   3.180e+03 (3180)
    544: obj =   5.877723000e+01 inf =   3.170e+03 (3170)
    554: obj =   5.984027300e+01 inf =   3.160e+03 (3160)
    564: obj =   6.090346900e+01 inf =   3.150e+03 (3150)
    574: obj =   6.196566900e+01 inf =   3.140e+03 (3140)
    584: obj =   6.302871100e+01 inf =   3.130e+03 (3130)
    594: obj =   6.409132000e+01 inf =   3.120e+03 (3120)
    604: obj =   6.515438600e+01 inf =   3.110e+03 (3110)
    614: obj =   6.621822200e+01 inf =   3.100e+03 (3100)
    624: obj =   6.728103500e+01 inf =   3.090e+03 (3090)
    634: obj =   6.834387400e+01 inf =   3.080e+03 (3080)
