GLPSOL--GLPK LP/MIP Solver 5.0
Parameter(s) specified in the command line:
 --lp input/roadNet-PA.html/roadNet-PA.txt.gz.5.lp -o input/roadNet-PA.html/roadNet-PA.txt.gz.5.lp.sol
Reading problem data from 'input/roadNet-PA.html/roadNet-PA.txt.gz.5.lp'...
3083799 rows, 7255684 columns, 15418982 non-zeros
7255684 integer variables, all of which are binary
10339488 lines were read
GLPK Integer Optimizer 5.0
3083799 rows, 7255684 columns, 15418982 non-zeros
7255684 integer variables, all of which are binary
Preprocessing...
3083779 rows, 7255664 columns, 15418890 non-zeros
7255664 integer variables, all of which are binary
Scaling...
 A: min|aij| =  1.000e+00  max|aij| =  1.000e+00  ratio =  1.000e+00
Problem data seem to be well scaled
Constructing initial basis...
Size of triangular part is 3083779
Solving LP relaxation...
GLPK Simplex Optimizer 5.0
3083779 rows, 7255664 columns, 15418890 non-zeros
      0: obj =   0.000000000e+00 inf =   9.000e+00 (9)
      9: obj =   1.311110800e+01 inf =   0.000e+00 (0)
*    36: obj =   5.777776000e+00 inf =   0.000e+00 (29)
*    60: obj =   5.777776000e+00 inf =   0.000e+00 (42)
*    84: obj =   5.777776000e+00 inf =   0.000e+00 (67)
*   108: obj =   5.777776000e+00 inf =   0.000e+00 (77)
*   132: obj =   5.777776000e+00 inf =   0.000e+00 (105)
*   156: obj =   5.777776000e+00 inf =   0.000e+00 (116)
*   180: obj =   5.777776000e+00 inf =   0.000e+00 (84)
*   204: obj =   5.777776000e+00 inf =   0.000e+00 (134)
Perturbing LP to avoid stalling [213]...
*   227: obj =   5.777776000e+00 inf =   0.000e+00 (154)
*   247: obj =   5.777776000e+00 inf =   0.000e+00 (135) 1
*   271: obj =   5.777776000e+00 inf =   0.000e+00 (131)
*   295: obj =   5.777776000e+00 inf =   0.000e+00 (168)
*   318: obj =   5.777776000e+00 inf =   0.000e+00 (146)
*   341: obj =   5.777776000e+00 inf =   0.000e+00 (173)
*   364: obj =   5.777776000e+00 inf =   0.000e+00 (137)
*   388: obj =   5.777776000e+00 inf =   0.000e+00 (150)
*   412: obj =   5.777776000e+00 inf =   0.000e+00 (248)
*   436: obj =   5.777776000e+00 inf =   0.000e+00 (286)
*   455: obj =   5.777776000e+00 inf =   0.000e+00 (241) 1
*   477: obj =   5.259258333e+00 inf =   0.000e+00 (252)
*   499: obj =   4.888888571e+00 inf =   0.000e+00 (236)
*   522: obj =   4.888888571e+00 inf =   0.000e+00 (241)
*   545: obj =   4.611111250e+00 inf =   0.000e+00 (253)
*   564: obj =   4.611111250e+00 inf =   0.000e+00 (250) 1
*   587: obj =   4.611111250e+00 inf =   0.000e+00 (280)
*   609: obj =   4.611111250e+00 inf =   0.000e+00 (297)
*   630: obj =   4.611111250e+00 inf =   0.000e+00 (304)
*   650: obj =   4.611111250e+00 inf =   0.000e+00 (319)
*   671: obj =   4.611111250e+00 inf =   0.000e+00 (275) 1
*   692: obj =   4.611111250e+00 inf =   0.000e+00 (261)
*   713: obj =   4.611111250e+00 inf =   0.000e+00 (253)
*   735: obj =   4.611111250e+00 inf =   0.000e+00 (299)
*   757: obj =   4.611111250e+00 inf =   0.000e+00 (295)
*   779: obj =   4.611111250e+00 inf =   0.000e+00 (236)
*   801: obj =   4.611111250e+00 inf =   0.000e+00 (334)
*   823: obj =   4.611111250e+00 inf =   0.000e+00 (352)
*   841: obj =   4.611111250e+00 inf =   0.000e+00 (294) 1
*   863: obj =   4.611111250e+00 inf =   0.000e+00 (350)
*   885: obj =   4.611111250e+00 inf =   0.000e+00 (362)
*   907: obj =   4.611111250e+00 inf =   0.000e+00 (390)
*   929: obj =   4.611111250e+00 inf =   0.000e+00 (253)
*   951: obj =   4.611111250e+00 inf =   0.000e+00 (299)
*   972: obj =   4.611111250e+00 inf =   0.000e+00 (373)
*   993: obj =   4.611111250e+00 inf =   0.000e+00 (385)
*  1015: obj =   4.611111250e+00 inf =   0.000e+00 (409)
*  1036: obj =   4.611111250e+00 inf =   0.000e+00 (304)
*  1053: obj =   4.611111250e+00 inf =   0.000e+00 (200) 1
*  1074: obj =   4.611111250e+00 inf =   0.000e+00 (183)
*  1095: obj =   4.611111250e+00 inf =   0.000e+00 (170)
*  1116: obj =   4.611111250e+00 inf =   0.000e+00 (155)
*  1138: obj =   4.611111250e+00 inf =   0.000e+00 (139)
*  1159: obj =   4.611111250e+00 inf =   0.000e+00 (250) 1
*  1181: obj =   4.611111250e+00 inf =   0.000e+00 (221)
*  1204: obj =   4.611111250e+00 inf =   0.000e+00 (218)
*  1227: obj =   4.611111250e+00 inf =   0.000e+00 (303)
*  1249: obj =   4.611111250e+00 inf =   0.000e+00 (323)
*  1272: obj =   4.395062222e+00 inf =   0.000e+00 (269)
*  1296: obj =   4.395062222e+00 inf =   0.000e+00 (219)
*  1320: obj =   4.395062222e+00 inf =   0.000e+00 (285)
*  1344: obj =   4.395062222e+00 inf =   0.000e+00 (415)
*  1368: obj =   4.395062222e+00 inf =   0.000e+00 (451)
*  1387: obj =   4.395062222e+00 inf =   0.000e+00 (457) 1
*  1411: obj =   4.395062222e+00 inf =   0.000e+00 (332)
*  1435: obj =   4.395062222e+00 inf =   0.000e+00 (296)
*  1459: obj =   4.395062222e+00 inf =   0.000e+00 (402)
*  1482: obj =   4.395062222e+00 inf =   0.000e+00 (342)
*  1504: obj =   4.395062222e+00 inf =   0.000e+00 (367)
*  1526: obj =   4.395062222e+00 inf =   0.000e+00 (332)
*  1548: obj =   4.395062222e+00 inf =   0.000e+00 (349)
*  1566: obj =   4.395062222e+00 inf =   0.000e+00 (406) 1
*  1588: obj =   4.395062222e+00 inf =   0.000e+00 (425)
*  1611: obj =   4.395062222e+00 inf =   0.000e+00 (443)
*  1634: obj =   4.395062222e+00 inf =   0.000e+00 (393)
*  1657: obj =   4.395062222e+00 inf =   0.000e+00 (398)
*  1680: obj =   4.395062222e+00 inf =   0.000e+00 (248)
*  1703: obj =   4.395062222e+00 inf =   0.000e+00 (460)
*  1724: obj =   4.395062222e+00 inf =   0.000e+00 (323)
*  1746: obj =   4.395062222e+00 inf =   0.000e+00 (356)
*  1767: obj =   4.395062222e+00 inf =   0.000e+00 (242) 1
*  1790: obj =   4.395062222e+00 inf =   0.000e+00 (398)
*  1813: obj =   4.395062222e+00 inf =   0.000e+00 (473)
