GLPSOL--GLPK LP/MIP Solver 5.0
Parameter(s) specified in the command line:
 --lp input/sx-stackoverflow.html/sx-stackoverflow-c2q.txt.gz.1176.lp -o input/sx-stackoverflow.html/sx-stackoverflow-c2q.txt.gz.1176.lp.sol
Reading problem data from 'input/sx-stackoverflow.html/sx-stackoverflow-c2q.txt.gz.1176.lp'...
10106824 rows, 21841277 columns, 50534107 non-zeros
21841277 integer variables, all of which are binary
31948106 lines were read
GLPK Integer Optimizer 5.0
10106824 rows, 21841277 columns, 50534107 non-zeros
21841277 integer variables, all of which are binary
Preprocessing...
1 hidden packing inequaliti(es) were detected
10106553 rows, 21840991 columns, 50505379 non-zeros
21840991 integer variables, all of which are binary
Scaling...
 A: min|aij| =  1.000e+00  max|aij| =  1.000e+00  ratio =  1.000e+00
Problem data seem to be well scaled
Constructing initial basis...
Size of triangular part is 10106553
Solving LP relaxation...
GLPK Simplex Optimizer 5.0
10106553 rows, 21840991 columns, 50505379 non-zeros
      0: obj =   0.000000000e+00 inf =   1.474e+03 (1474)
     10: obj =   1.376780609e+10 inf =   1.464e+03 (1464)
     20: obj =   2.743686118e+10 inf =   1.454e+03 (1454)
     30: obj =   4.110985236e+10 inf =   1.444e+03 (1444)
     41: obj =   5.623534081e+10 inf =   1.433e+03 (1433)
     52: obj =   7.145425444e+10 inf =   1.422e+03 (1422)
     62: obj =   8.515279310e+10 inf =   1.412e+03 (1412)
     73: obj =   1.001259833e+11 inf =   1.401e+03 (1401)
     84: obj =   1.153761018e+11 inf =   1.390e+03 (1390)
     93: obj =   1.275777088e+11 inf =   1.381e+03 (1381)
    103: obj =   1.410446755e+11 inf =   1.371e+03 (1371)
    114: obj =   1.561734047e+11 inf =   1.360e+03 (1360)
    125: obj =   1.715175321e+11 inf =   1.349e+03 (1349)
    136: obj =   1.868484157e+11 inf =   1.338e+03 (1338)
    146: obj =   2.004998976e+11 inf =   1.328e+03 (1328)
    156: obj =   2.141857490e+11 inf =   1.318e+03 (1318)
    166: obj =   2.279831760e+11 inf =   1.308e+03 (1308)
    176: obj =   2.418043455e+11 inf =   1.298e+03 (1298)
    186: obj =   2.553611000e+11 inf =   1.288e+03 (1288)
    196: obj =   2.691065336e+11 inf =   1.278e+03 (1278)
    206: obj =   2.829276920e+11 inf =   1.268e+03 (1268)
    216: obj =   2.967130131e+11 inf =   1.258e+03 (1258)
    226: obj =   3.104662266e+11 inf =   1.248e+03 (1248)
    236: obj =   3.242903001e+11 inf =   1.238e+03 (1238)
    246: obj =   3.381443546e+11 inf =   1.228e+03 (1228)
    256: obj =   3.518217373e+11 inf =   1.218e+03 (1218)
    266: obj =   3.654958043e+11 inf =   1.208e+03 (1208)
    276: obj =   3.794573702e+11 inf =   1.198e+03 (1198)
    286: obj =   3.933516884e+11 inf =   1.188e+03 (1188)
    296: obj =   4.070940049e+11 inf =   1.178e+03 (1178)
    306: obj =   4.207694284e+11 inf =   1.168e+03 (1168)
    317: obj =   4.359372518e+11 inf =   1.157e+03 (1157)
    327: obj =   4.494112357e+11 inf =   1.147e+03 (1147)
    338: obj =   4.645032065e+11 inf =   1.136e+03 (1136)
    349: obj =   4.796472727e+11 inf =   1.125e+03 (1125)
    360: obj =   4.947549263e+11 inf =   1.114e+03 (1114)
    371: obj =   5.096947065e+11 inf =   1.103e+03 (1103)
    382: obj =   5.249209450e+11 inf =   1.092e+03 (1092)
    393: obj =   5.401059501e+11 inf =   1.081e+03 (1081)
    403: obj =   5.538946430e+11 inf =   1.071e+03 (1071)
    414: obj =   5.688584432e+11 inf =   1.060e+03 (1060)
    425: obj =   5.839239848e+11 inf =   1.049e+03 (1049)
    436: obj =   5.990791295e+11 inf =   1.038e+03 (1038)
    447: obj =   6.142797607e+11 inf =   1.027e+03 (1027)
    457: obj =   6.281269766e+11 inf =   1.017e+03 (1017)
    468: obj =   6.430264302e+11 inf =   1.006e+03 (1006)
    479: obj =   6.581118533e+11 inf =   9.950e+02 (995)
    490: obj =   6.732113940e+11 inf =   9.840e+02 (984)
    501: obj =   6.884186764e+11 inf =   9.730e+02 (973)
    512: obj =   7.036139933e+11 inf =   9.620e+02 (962)
    523: obj =   7.187180747e+11 inf =   9.510e+02 (951)
    534: obj =   7.340229875e+11 inf =   9.400e+02 (940)
    545: obj =   7.492011645e+11 inf =   9.290e+02 (929)
    556: obj =   7.642904029e+11 inf =   9.180e+02 (918)
    567: obj =   7.791970309e+11 inf =   9.070e+02 (907)
    578: obj =   7.942057336e+11 inf =   8.960e+02 (896)
    589: obj =   8.092963811e+11 inf =   8.850e+02 (885)
    600: obj =   8.243372362e+11 inf =   8.740e+02 (874)
    611: obj =   8.392104058e+11 inf =   8.630e+02 (863)
    622: obj =   8.540961466e+11 inf =   8.520e+02 (852)
    633: obj =   8.691197303e+11 inf =   8.410e+02 (841)
    644: obj =   8.841817061e+11 inf =   8.300e+02 (830)
    655: obj =   8.991918844e+11 inf =   8.190e+02 (819)
    666: obj =   9.145301228e+11 inf =   8.080e+02 (808)
    677: obj =   9.294703258e+11 inf =   7.970e+02 (797)
    688: obj =   9.445826762e+11 inf =   7.860e+02 (786)
    699: obj =   9.596283378e+11 inf =   7.750e+02 (775)
    710: obj =   9.748387768e+11 inf =   7.640e+02 (764)
    721: obj =   9.898096233e+11 inf =   7.530e+02 (753)
    732: obj =   1.005060606e+12 inf =   7.420e+02 (742)
    743: obj =   1.020099942e+12 inf =   7.310e+02 (731)
    754: obj =   1.035149433e+12 inf =   7.200e+02 (720)
    765: obj =   1.050123761e+12 inf =   7.090e+02 (709)
    776: obj =   1.065195561e+12 inf =   6.980e+02 (698)
    787: obj =   1.080145238e+12 inf =   6.870e+02 (687)
